stock,quarter,sales,operatingProfit,netIncome,operatingMargin,netProfitMargin,PER,PBR,ROE
황금에스티,19년 6월,630,62,43,9.83,7.56,26.72,0.48,0.02
황금에스티,19년 9월,576,45,152,7.75,35.85,7.28,0.43,0.06
황금에스티,19년 12월,627,37,-12,5.92,-1.88,-78.66,0.38,0
황금에스티,20년 3월,542,40,28,7.35,5.96,23.83,0.26,0.01
황금에스티,20년 6월,601,44,44,7.38,8.69,17.51,0.31,0.02
효성,09년 9월,18120,1300,1543,7.17,8.51,15.41,0.84,0.06
효성,09년 12월,-,-,-,-,-,-,1.04,-
효성,10년 3월,-,-,-,-,-,-,-,-
효성,10년 6월,21738,1754,818,8.07,3.76,33.57,0.91,0.03
효성,10년 9월,21061,1494,1593,7.09,7.56,27.12,1.37,0.05
효성,10년 12월,-,-,-,-,-,-,1.19,-
효성,11년 3월,27924,836,154,2.99,-0.94,200.47,0.99,0.01
효성,11년 6월,25209,1525,1306,6.05,5.07,24.68,0.99,0.04
효성,11년 9월,28001,351,-1047,1.25,-3.91,-18.62,0.62,-0.03
효성,11년 12월,32288,64,-864,0.20,-2.66,-21.80,0.62,-0.03
효성,12년 3월,30697,350,337,1.14,0.99,62.61,0.70,0.01
효성,12년 6월,31718,796,22,2.51,0.04,880.31,0.60,0
효성,12년 9월,33285,687,743,2.06,2.12,29.43,0.69,0.02
효성,12년 12월,30417,398,465,1.31,1.29,55.62,0.84,0.02
효성,13년 3월,29133,960,-122,3.30,-0.39,-161.49,0.65,0
효성,13년 6월,33577,2075,669,6.18,2.05,30.98,0.66,0.02
효성,13년 9월,31993,1651,-2352,5.16,-7.29,-10.71,0.89,-0.08
효성,13년 12월,31088,173,-487,0.56,-1.94,-50.67,0.90,-0.02
효성,15년 9월,32150,2774,-160,8.63,-0.27,-246.74,1.22,-0.01
효성,15년 12월,32364,1956,2523,6.04,7.85,16.35,1.20,0.08
효성,16년 3월,28131,2223,1252,7.90,4.51,40.40,1.46,0.04
효성,16년 6월,30823,3310,1595,10.74,5.66,27.41,1.22,0.05
효성,16년 9월,28421,2480,1867,8.72,6.92,24.45,1.22,0.05
효성,16년 12월,31916,2151,-159,6.74,-0.71,-321.88,1.34,0
효성,17년 3월,28712,2323,1579,8.09,5.61,30.14,1.27,0.04
효성,17년 6월,31084,2197,1237,7.07,4.18,47.56,1.53,0.03
효성,17년 9월,31192,1707,1935,5.47,6.16,26.40,1.26,0.05
효성,17년 12월,34477,1481,-1495,4.30,-4.12,-32.77,1.27,-0.04
효성,18년 3월,30986,1622,657,5.24,2.09,77.39,1.15,0.02
효성,18년 6월,7530,330,29819,4.38,404.02,1.53,1.14,1.11
효성,18년 9월,7858,437,236,5.56,3.45,28.04,0.36,0.01
효성,18년 12월,8576,637,2865,7.42,34.01,2.57,0.42,0.14
효성,19년 3월,7404,409,185,5.53,3.40,85.82,0.65,0.01
효성,19년 6월,9410,1049,687,11.14,9.13,22.28,0.60,0.03
효성,19년 9월,7840,252,-174,3.22,-0.66,-101.55,0.70,-0.01
효성,19년 12월,9081,658,339,7.25,4.87,49.22,0.66,0.01
효성,20년 3월,6769,125,-93,1.84,-0.43,-138.33,0.53,0
효성,20년 6월,6598,176,201,2.66,5.57,65.67,0.54,0.01
효성 ITX,09년 9월,313,7,4,2.12,1.25,154.31,2.10,0.01
효성 ITX,09년 12월,-,-,-,-,-,-,2.50,-
효성 ITX,10년 3월,342,5,2,1.53,0.73,257.81,2.70,0.01
효성 ITX,10년 6월,431,20,9,4.62,2.05,61.31,2.27,0.04
효성 ITX,10년 9월,451,13,10,2.89,2.22,77.15,3.12,0.04
효성 ITX,10년 12월,-,-,-,-,-,-,-,-
효성 ITX,11년 3월,487,15,10,3.05,2.10,56.21,3.05,0.05
효성 ITX,11년 6월,487,12,-24,2.44,-4.87,-22.12,3.27,-0.14
효성 ITX,11년 9월,498,15,39,3.11,7.82,10.52,2.07,0.22
효성 ITX,11년 12월,506,4,32,0.83,6.38,11.63,1.74,-
효성 ITX,12년 3월,494,12,9,2.40,1.88,56.22,-,-
효성 ITX,12년 6월,482,9,6,1.92,1.26,81.81,-,-
효성 ITX,12년 9월,539,20,16,3.66,3,36.27,-,-
효성 ITX,12년 12월,622,16,13,2.65,2.16,36.62,1.76,-
효성 ITX,13년 3월,606,21,14,3.52,2.38,36.74,1.86,0.05
효성 ITX,13년 6월,640,25,18,3.88,2.74,34.72,2.16,0.06
효성 ITX,13년 9월,678,24,25,3.53,3.62,24.10,1.88,0.08
효성 ITX,13년 12월,692,24,19,3.53,2.79,36.89,2.45,0.06
효성 ITX,15년 9월,760,28,10,3.66,1.36,217.79,3.80,0.02
효성 ITX,15년 12월,858,23,21,2.71,2.49,86.79,3.63,0.04
효성 ITX,16년 3월,755,29,23,3.85,3.06,72.97,3.26,0.05
효성 ITX,16년 6월,814,31,23,3.87,2.83,68.22,2.82,0.04
효성 ITX,16년 9월,918,28,25,3.05,2.75,60.94,2.83,0.05
효성 ITX,16년 12월,916,24,2,2.66,0.20,791.73,2.67,0
효성 ITX,17년 3월,909,31,34,3.46,3.69,46.60,2.67,0.06
효성 ITX,17년 6월,881,33,22,3.75,2.45,96.37,3.48,0.04
효성 ITX,17년 9월,1026,30,19,2.88,1.87,86.84,2.53,0.03
효성 ITX,17년 12월,1134,28,21,2.48,1.85,74.87,2.45,0.03
효성 ITX,18년 3월,1048,33,27,3.11,2.54,57.60,2.80,0.05
효성 ITX,18년 6월,980,33,20,3.39,2.01,74.67,2.70,0.04
효성 ITX,18년 9월,994,30,22,3,2.26,64.76,2.56,0.04
효성 ITX,18년 12월,999,18,7,1.78,0.65,198.76,2.63,0.01
효성 ITX,19년 3월,1007,33,23,3.28,2.32,56.23,2.72,0.05
효성 ITX,19년 6월,965,34,19,3.47,2.02,64.80,2.44,0.04
효성 ITX,19년 9월,936,31,21,3.28,2.22,58.31,2.37,0.04
효성 ITX,19년 12월,975,33,45,3.38,4.59,46.39,3.89,0.09
효성 ITX,20년 3월,1086,39,27,3.56,2.46,59.87,3.53,0.06
효성 ITX,20년 6월,1137,39,27,3.46,2.37,90.79,4.87,0.06
효성중공업,18년 6월,3037,152,3,5.01,0.09,-,0,-
효성중공업,18년 9월,8128,319,87,3.93,1.07,63.75,0.61,0.01
효성중공업,18년 12월,10640,29,-71,0.27,-0.66,-54.46,0.43,-0.01
효성중공업,19년 3월,9458,217,40,2.29,0.57,91.80,0.41,0
효성중공업,19년 6월,10638,593,340,5.57,3.51,9.22,0.33,0.04
효성중공업,19년 9월,7713,203,-523,2.64,-6.69,-5.60,0.33,-0.06
효성중공업,19년 12월,10006,290,275,2.89,2.49,9.05,0.27,0.03
효성중공업,20년 3월,6381,-560,-590,-8.77,-9.38,-2.04,0.14,-0.07
효성중공업,20년 6월,8508,573,275,6.74,3.23,9.81,0.31,0.03
효성첨단소재,18년 6월,2415,219,-10,9.07,0.64,-,0,-
효성첨단소재,18년 9월,7600,319,-15,4.20,0.34,-423.19,1.55,0
효성첨단소재,18년 12월,7659,103,-239,1.34,-3.64,-19.27,1.19,-0.06
효성첨단소재,19년 3월,8017,549,232,6.85,3.68,24.26,1.33,0.06
효성첨단소재,19년 6월,7922,471,94,5.95,1.76,56.72,1.24,0.02
효성첨단소재,19년 9월,7643,378,-575,4.95,-7.08,-9.59,1.43,-0.14
효성첨단소재,19년 12월,6954,185,-451,2.66,-6.07,-11.02,1.53,-0.13
효성첨단소재,20년 3월,6882,285,60,4.14,1.21,45.39,0.79,0.02
효성첨단소재,20년 6월,3772,-428,-351,-11.34,-10.59,-14.56,1.67,-0.11
효성티앤씨,18년 6월,4667,226,-5,4.84,0.42,-,0,-
효성티앤씨,18년 9월,15054,611,157,4.06,1.41,51.35,1.99,0.04
효성티앤씨,18년 12월,13870,414,61,2.98,0.60,130.96,1.98,0.02
효성티앤씨,19년 3월,14104,547,247,3.88,2.24,30.35,1.71,0.06
효성티앤씨,19년 6월,15313,924,387,6.03,3.22,15.89,1.29,0.08
효성티앤씨,19년 9월,15709,922,-71,5.87,-0.07,-95.79,1.46,-0.02
효성티앤씨,19년 12월,14706,836,369,5.69,2.86,18.14,1.36,0.08
효성티앤씨,20년 3월,13877,785,207,5.66,1.89,23.12,0.94,0.04
효성티앤씨,20년 6월,10059,-82,-138,-0.81,-1.94,-35.07,1,-0.03
효성화학,18년 6월,1358,123,25,9.05,1.86,-,0,-
효성화학,18년 9월,4918,363,234,7.38,4.76,20.86,1.30,0.06
효성화학,18년 12월,4892,164,-55,3.35,-1.13,-82.04,1.23,-0.01
효성화학,19년 3월,4515,249,135,5.53,2.99,33.24,1.17,0.04
효성화학,19년 6월,4880,496,286,10.16,5.87,16.65,1.15,0.07
효성화학,19년 9월,4559,551,366,12.08,8.04,14.72,1.17,0.08
효성화학,19년 12월,4171,243,91,5.82,2.17,50.88,1.01,0.02
효성화학,20년 3월,4248,124,11,2.92,0.25,250.24,0.58,0
효성화학,20년 6월,4293,36,-130,0.83,-3.02,-25.85,0.76,-0.03
후성,09년 9월,373,-4,1,-1.11,0.19,"4,869.21",3.25,0
후성,09년 12월,-,-,-,-,-,-,3.11,-
후성,10년 3월,420,14,18,3.26,4.17,186.37,3.06,0.02
후성,10년 6월,442,22,9,4.97,2.09,296.14,2.53,0.01
후성,10년 9월,486,26,23,5.36,4.64,182.34,3.71,0.02
후성,10년 12월,-,-,-,-,-,-,2.86,-
후성,11년 3월,672,118,125,17.58,18.61,52.40,5.21,0.11
후성,11년 6월,631,85,19,13.40,3.03,383.41,5.80,0.02
후성,11년 9월,539,23,6,4.20,1.16,991.88,4.88,0
후성,11년 12월,-,-,-,-,-,-,5.30,-
후성,12년 3월,581,-5,11,-0.90,2.04,512.35,-,-
후성,12년 6월,546,-27,202,-4.90,37.04,22.03,-,-
후성,12년 9월,558,4,-18,0.70,-3.59,-312.90,-,-
후성,12년 12월,542,-31,-24,-5.66,-4.70,-172.59,2.79,-
후성,13년 3월,496,-42,-31,-8.40,-6.72,-129.88,2.76,-0.02
후성,13년 6월,548,-40,-31,-7.30,-6.21,-106.04,2.31,-0.02
후성,13년 9월,483,-45,-73,-9.41,-15.20,-51.97,2.81,-0.05
후성,13년 12월,508,-32,-161,-6.29,-31.95,-17.53,2.35,-0.13
후성,15년 9월,569,52,40,9.12,8.29,86.49,4.35,0.06
후성,15년 12월,25,34,35,135.73,139.04,139.91,5.73,0.04
후성,16년 3월,602,85,75,14.10,12.57,53.61,4.33,0.08
후성,16년 6월,592,94,82,15.94,13.93,70.95,5.73,0.08
후성,16년 9월,623,106,91,17.03,14.74,77.86,6.44,0.09
후성,16년 12월,103,79,403,76.53,393.49,16.85,4.48,0.31
후성,17년 3월,595,105,125,17.69,21.61,53.81,4.14,0.08
후성,17년 6월,657,110,33,16.77,4.90,291.34,5.85,0.02
후성,17년 9월,658,102,108,15.47,14.43,86.81,5.26,0.06
후성,17년 12월,578,38,28,6.51,4.59,333.51,5.31,0.02
후성,18년 3월,695,98,73,14.13,9.64,129.04,5.05,0.04
후성,18년 6월,707,157,114,22.15,15.03,83.77,4.80,0.06
후성,18년 9월,690,104,81,15.06,10.90,121.61,4.83,0.04
후성,18년 12월,658,37,41,5.67,4.88,168.91,3.30,0.02
후성,19년 3월,637,60,48,9.40,6.25,144.20,3.23,0.02
후성,19년 6월,635,45,33,7.08,4.18,188.11,2.90,0.02
후성,19년 9월,637,65,65,10.23,8.36,121.70,3.53,0.03
후성,19년 12월,581,-36,-65,-6.12,-20.23,-116.65,3.56,-0.03
후성,20년 3월,600,-31,-15,-5.14,-4.35,-384.14,2.69,-0.01
후성,20년 6월,624,28,2,4.50,-3.17,"4,241.67",3.52,0
휠라홀딩스,10년 6월,1613,361,353,22.35,21.90,-,0,0.18
휠라홀딩스,10년 9월,1463,237,79,16.22,5.38,71.92,2.19,0.03
휠라홀딩스,10년 12월,1801,246,315,13.68,17.51,22.63,2.26,0.10
휠라홀딩스,11년 3월,1814,196,138,10.81,7.26,50.31,2.18,0.04
휠라홀딩스,11년 6월,1950,344,258,17.65,13.07,31.44,2.37,0.08
휠라홀딩스,11년 9월,1850,238,-65,12.85,-3.45,-101.77,1.75,-0.02
휠라홀딩스,11년 12월,2031,314,-310,15.48,-15.56,-23.74,2.38,-0.09
휠라홀딩스,12년 3월,1718,249,432,14.48,24.84,18.83,2.29,0.13
휠라홀딩스,12년 6월,1723,266,396,15.43,23.02,19.06,1.88,0.10
휠라홀딩스,12년 9월,1446,161,319,11.11,22.37,22.65,1.70,0.08
휠라홀딩스,12년 12월,1818,239,74,13.16,4.20,86.16,1.56,0.02
휠라홀딩스,13년 3월,1706,217,141,12.73,8.14,46.69,1.52,0.03
휠라홀딩스,13년 6월,1774,295,376,16.61,21.12,18.21,1.45,0.08
휠라홀딩스,13년 9월,1793,229,-83,12.75,-4.72,-83.35,1.60,-0.02
휠라홀딩스,13년 12월,2088,241,534,11.54,25.51,14.71,1.56,0.11
휠라홀딩스,15년 9월,1964,192,-181,9.75,-9.11,-61.21,2.19,-0.04
휠라홀딩스,15년 12월,2035,85,-519,4.20,-26.63,-20.42,2.22,-0.11
휠라홀딩스,16년 3월,1682,63,78,3.75,4.36,137.96,2.26,0.02
휠라홀딩스,16년 6월,2092,248,155,11.86,7.65,66.65,2.08,0.03
휠라홀딩스,16년 9월,1755,62,-694,3.55,-39.61,-15.68,2.94,-0.16
휠라홀딩스,16년 12월,4142,-255,3694,-6.16,86.27,2.18,0.94,0.60
휠라홀딩스,17년 3월,6537,489,90,7.48,3.91,91.63,1.11,0.01
휠라홀딩스,17년 6월,6929,816,292,11.77,6.75,35.79,1.24,0.04
휠라홀딩스,17년 9월,5693,356,146,6.25,3.63,57.37,0.97,0.02
휠라홀딩스,17년 12월,6145,515,96,8.37,2.46,104.13,1.25,0.01
휠라홀딩스,18년 3월,6769,849,381,12.55,11.78,34.80,1.57,0.05
휠라홀딩스,18년 6월,7902,1157,657,14.64,10.27,31.28,2.15,0.07
휠라홀딩스,18년 9월,7259,739,404,10.18,6.24,67.92,2.80,0.04
휠라홀딩스,18년 12월,7617,826,-7,10.85,0.51,"-4,605.41",3.30,0
휠라홀딩스,19년 3월,8346,1158,703,13.88,11.53,67.83,4.45,0.07
휠라홀딩스,19년 6월,9593,1449,685,15.10,9.59,68.46,4.02,0.06
휠라홀딩스,19년 9월,8670,1249,805,14.40,11.36,43.93,2.74,0.07
휠라홀딩스,19년 12월,7896,851,475,10.78,6.52,68.21,2.58,0.04
휠라홀딩스,20년 3월,7899,671,336,8.50,5,52.70,1.35,0.03
휠라홀딩스,20년 6월,6250,503,399,8.05,7.28,53.42,1.59,0.03
휴니드테크놀러지스,09년 9월,142,6,6,4.57,4.35,125.60,1.36,0.01
휴니드테크놀러지스,09년 12월,242,3,2,1.22,0.73,412.76,0.95,0
휴니드테크놀러지스,10년 3월,47,-27,-29,-58.26,-61.45,-22.16,0.87,-0.04
휴니드테크놀러지스,10년 6월,86,-29,-2,-33.15,-2.84,-200.66,0.67,0
휴니드테크놀러지스,10년 9월,142,-20,-22,-14.27,-15.14,-25.93,0.79,-0.03
휴니드테크놀러지스,10년 12월,252,25,12,9.79,4.80,50.33,0.82,0.02
휴니드테크놀러지스,11년 3월,126,6,-2,5,-1.43,-207.91,0.51,0
휴니드테크놀러지스,11년 6월,97,11,0,11.58,0.33,"1,014.05",0.44,0
휴니드테크놀러지스,11년 9월,73,-3,-5,-4.51,-7.22,-54.89,0.40,-0.01
휴니드테크놀러지스,11년 12월,178,-9,-23,-5.11,-12.95,-15.31,0.49,-0.03
휴니드테크놀러지스,12년 3월,61,-11,-13,-18.07,-21.11,-29.41,0.54,-0.02
휴니드테크놀러지스,12년 6월,80,-10,-15,-12.10,-19.40,-20.42,0.46,-0.02
휴니드테크놀러지스,12년 9월,63,-13,-34,-20.16,-54.04,-10.93,0.58,-0.05
휴니드테크놀러지스,12년 12월,206,-9,-15,-4.54,-7.10,-26.81,0.62,-0.02
휴니드테크놀러지스,13년 3월,98,-12,-17,-12.26,-17.82,-21.99,0.62,-0.03
휴니드테크놀러지스,13년 6월,72,-17,-21,-23.50,-29.09,-16.10,0.57,-0.04
휴니드테크놀러지스,13년 9월,125,-4,-4,-3.55,-3.20,-95.98,0.65,-0.01
휴니드테크놀러지스,13년 12월,273,36,33,13.06,12.22,10.67,0.57,0.06
휴니드테크놀러지스,15년 9월,85,0,-2,0.57,-2.12,-776.94,2.08,0
휴니드테크놀러지스,15년 12월,306,16,21,5.27,7.04,94.04,2.52,0.03
휴니드테크놀러지스,16년 3월,140,4,3,2.70,1.82,592.23,1.87,0
휴니드테크놀러지스,16년 6월,100,3,2,2.79,2.16,813.83,2.18,0
휴니드테크놀러지스,16년 9월,89,3,1,3.58,1.40,"1,688.52",2.61,0
휴니드테크놀러지스,16년 12월,1459,178,173,12.20,11.87,10.86,1.87,0.19
휴니드테크놀러지스,17년 3월,91,-6,-4,-6.21,-4.05,-479.50,1.75,0
휴니드테크놀러지스,17년 6월,70,-7,-1,-10.07,-2.09,"-1,066.88",1.54,0
휴니드테크놀러지스,17년 9월,76,-20,-25,-26.31,-33.35,-58.87,1.51,-0.03
휴니드테크놀러지스,17년 12월,1572,214,192,13.60,12.22,8.37,1.37,0.18
휴니드테크놀러지스,18년 3월,303,8,8,2.77,2.57,202.12,1.34,0.01
휴니드테크놀러지스,18년 6월,392,35,29,8.91,7.49,53.88,1.32,0.03
휴니드테크놀러지스,18년 9월,522,44,40,8.39,7.65,33.26,1.07,0.03
휴니드테크놀러지스,18년 12월,1397,213,140,15.27,9.99,8.09,0.99,0.12
휴니드테크놀러지스,19년 3월,107,-23,-20,-21.88,-19.02,-61.58,1.12,-0.02
휴니드테크놀러지스,19년 6월,555,63,87,11.38,15.67,13.21,0.96,0.08
휴니드테크놀러지스,19년 9월,614,59,39,9.57,6.32,26.18,0.82,0.03
휴비스,09년 12월,-,-,-,-,-,-,0,-
휴비스,11년 12월,3988,146,93,3.66,2.32,-,0,0.04
휴비스,12년 3월,4013,172,135,4.29,3.38,23.74,-,-
휴비스,12년 6월,3911,176,174,4.49,4.43,19.40,-,-
휴비스,12년 9월,3883,180,144,4.64,3.74,29.44,-,-
휴비스,12년 12월,3819,60,71,1.58,1.89,50.30,1,-
휴비스,13년 3월,3833,78,46,2.03,1.19,93.46,1.22,0.01
휴비스,13년 6월,3845,172,127,4.48,3.31,27.53,0.95,0.04
휴비스,13년 9월,3963,116,123,2.93,3.14,31.66,1.04,0.03
휴비스,13년 12월,3688,65,75,1.75,2.08,48.21,0.95,0.02
휴비스,15년 9월,3059,94,30,3.06,0.96,98.25,0.73,0.01
휴비스,15년 12월,3019,66,62,2.18,2.08,43.20,0.65,0.02
휴비스,16년 3월,2874,59,36,2.04,1.27,84.98,0.76,0.01
휴비스,16년 6월,2867,42,30,1.47,1.04,90.25,0.66,0.01
휴비스,16년 9월,2732,28,25,1.01,0.95,107.72,0.65,0.01
휴비스,16년 12월,2963,22,-3,0.75,-0.06,"-1,089.35",0.69,0
휴비스,17년 3월,3143,6,9,0.19,0.30,291.70,0.65,0
휴비스,17년 6월,2960,72,47,2.45,1.62,56.08,0.66,0.01
휴비스,17년 9월,3299,110,90,3.33,2.85,30.54,0.66,0.02
휴비스,17년 12월,3409,107,78,3.15,2.36,44.95,0.83,0.02
휴비스,18년 3월,3181,75,61,2.37,1.96,64.26,0.94,0.02
휴비스,18년 6월,3324,155,83,4.66,2.53,37.13,0.72,0.02
휴비스,18년 9월,3533,106,67,3.01,1.97,46.94,0.73,0.02
휴비스,18년 12월,2587,7,-26,0.28,-1.01,-99.85,0.61,-0.01
휴비스,19년 3월,2817,29,12,1.03,0.39,232.48,0.66,0
휴비스,19년 6월,2701,2,-19,0.09,-0.73,-133.18,0.62,0
휴비스,19년 9월,2477,37,18,1.51,0.75,117.71,0.51,0
휴비스,19년 12월,2298,-20,-14,-0.88,-0.55,-154.80,0.51,0
휴비스,20년 3월,2254,62,37,2.76,1.60,40.30,0.36,0.01
휴비스,20년 6월,1985,152,128,7.63,6.50,17.78,0.53,0.03
휴스틸,09년 9월,877,-9,-23,-1.08,-2.63,-48.63,0.33,-0.01
휴스틸,09년 12월,-,-,-,-,-,-,0.32,-
휴스틸,10년 3월,966,37,61,3.82,6.27,18.85,0.33,0.02
휴스틸,10년 6월,1493,170,140,11.40,9.36,7.55,0.30,0.04
휴스틸,10년 9월,1261,77,63,6.11,4.99,20.88,0.38,0.02
휴스틸,10년 12월,-,-,-,-,-,-,0.35,-
휴스틸,11년 3월,1563,108,110,6.88,7.01,11.26,0.35,0.03
휴스틸,11년 6월,1403,105,58,7.51,4.12,24.72,0.40,0.02
휴스틸,11년 9월,1311,78,82,5.96,6.22,14.84,0.33,0.02
휴스틸,11년 12월,-,-,-,-,-,-,0.33,-
휴스틸,12년 3월,1578,139,103,8.81,6.56,17.38,-,-
휴스틸,12년 6월,1522,106,76,6.96,4.99,21.46,-,-
휴스틸,12년 9월,1354,85,47,6.29,3.46,42.69,-,-
휴스틸,12년 12월,1435,84,33,5.82,2.27,52.67,0.44,-
휴스틸,13년 3월,1375,76,34,5.53,2.44,53.41,0.46,0.01
휴스틸,13년 6월,1382,55,36,3.95,2.57,47.12,0.42,0.01
휴스틸,13년 9월,1411,30,4,2.14,0.26,388.06,0.36,0
휴스틸,13년 12월,1310,12,-11,0.95,-0.83,-117.93,0.32,0
휴스틸,15년 9월,838,-14,-20,-1.62,-2.44,-60.68,0.31,-0.01
휴스틸,15년 12월,805,-20,-37,-2.46,-4.59,-28.85,0.27,-0.01
휴스틸,16년 3월,911,-38,-36,-4.22,-3.95,-29.61,0.28,-0.01
휴스틸,16년 6월,836,8,0.06,0.92,0.01,"15,700.69",0.25,0
휴스틸,16년 9월,829,-1,-15,-0.10,-1.75,-66.29,0.26,0
휴스틸,16년 12월,1065,45,45,4.23,4.21,23.75,0.28,0.01
휴스틸,17년 3월,1361,55,13,4.04,0.94,88.33,0.30,0
휴스틸,17년 6월,1817,33,34,1.84,1.88,32.25,0.29,0.01
휴스틸,17년 9월,1782,80,78,4.49,4.40,13.23,0.27,0.02
휴스틸,17년 12월,1946,59,-89,3.03,-4.55,-12.07,0.28,-0.02
휴스틸,18년 3월,2007,123,114,6.13,5.68,8.16,0.24,0.03
휴스틸,18년 6월,1651,-8,-14,-0.46,-0.86,-77.92,0.29,0
휴스틸,18년 9월,1271,28,11,2.20,0.90,94.53,0.27,0
휴스틸,18년 12월,959,36,61,3.77,6.33,14.34,0.21,0.01
휴스틸,19년 3월,1681,34,31,2.02,1.85,29.35,0.22,0.01
휴스틸,19년 6월,1365,30,6,2.17,0.45,154.14,0.23,0
휴스틸,19년 9월,1401,-3,-13,-0.21,-0.93,-61.13,0.19,0
휴스틸,19년 12월,924,-190,-150,-20.54,-16.20,-5.08,0.19,-0.04
휴스틸,20년 3월,1091,-11,-3,-1.03,-0.30,-127.68,0.11,0
휴스틸,20년 6월,896,-27,-27,-2.97,-3.03,-18.08,0.13,-0.01
휴켐스,09년 9월,1291,263,213,20.38,16.50,31.50,2.54,0.09
휴켐스,09년 12월,-,-,-,-,-,-,2.36,-
휴켐스,10년 3월,1398,244,218,17.44,15.59,27.33,2.25,0.08
휴켐스,10년 6월,1253,174,124,13.91,9.90,50.18,1.83,0.04
휴켐스,10년 9월,1360,203,175,14.92,12.84,51.88,2.37,0.05
휴켐스,10년 12월,-,-,-,-,-,-,2.02,-
휴켐스,11년 3월,1503,181,157,12.03,10.46,65.25,2.51,0.04
휴켐스,11년 6월,1566,219,184,13.97,11.76,57.05,2.45,0.04
휴켐스,11년 9월,1357,122,148,9.03,10.94,63.63,2.15,0.03
휴켐스,11년 12월,-,-,-,-,-,-,1.86,-
휴켐스,12년 3월,1477,146,108,9.91,7.34,80.80,-,-
휴켐스,12년 6월,1585,220,174,13.91,11.05,53.01,-,-
휴켐스,12년 9월,1886,172,123,9.10,6.41,88.89,-,-
휴켐스,12년 12월,2185,121,130,5.53,5.38,81.73,2.32,-
휴켐스,13년 3월,2089,131,156,6.26,6.97,63.18,2.21,0.03
휴켐스,13년 6월,1891,170,115,9.01,5.78,65.48,1.69,0.03
휴켐스,13년 9월,2122,177,130,8.33,5.84,70.39,1.98,0.03
휴켐스,13년 12월,1855,119,139,6.41,6.68,70.81,2.06,0.03
휴켐스,15년 9월,1481,74,54,5.02,3.25,148.48,1.62,0.01
휴켐스,15년 12월,1535,63,62,4.12,3.40,100.66,1.25,0.01
휴켐스,16년 3월,1378,105,44,7.63,2.13,177.94,1.62,0.01
휴켐스,16년 6월,1567,221,180,14.10,10.36,48.03,1.73,0.04
휴켐스,16년 9월,1540,187,129,12.14,7.58,63.29,1.60,0.03
휴켐스,16년 12월,1497,256,77,17.09,6.06,114.55,1.70,0.02
휴켐스,17년 3월,1878,423,300,22.55,15.60,32.26,1.82,0.06
휴켐스,17년 6월,1851,408,375,22.03,20.09,29.13,1.91,0.07
휴켐스,17년 9월,1796,383,290,21.32,16.09,33.75,1.62,0.05
휴켐스,17년 12월,1632,312,178,19.12,9,56.32,1.62,0.03
휴켐스,18년 3월,1915,403,300,21.05,15.72,33.49,1.70,0.05
휴켐스,18년 6월,2009,476,361,23.72,18.06,33.11,1.89,0.06
휴켐스,18년 9월,2016,396,317,19.64,15.90,32.18,1.52,0.05
휴켐스,18년 12월,1689,117,67,6.91,3.94,147.79,1.46,0.01
휴켐스,19년 3월,1675,288,211,17.18,12.61,43.17,1.41,0.03
휴켐스,19년 6월,1515,274,207,18.09,13.66,43.55,1.35,0.03
휴켐스,19년 9월,1778,360,273,20.23,15.39,32.03,1.26,0.04
휴켐스,19년 12월,1630,142,13,8.72,0.69,677.71,1.24,0
휴켐스,20년 3월,1797,311,237,17.28,13.20,25.45,0.88,0.04
휴켐스,20년 6월,1246,169,100,13.57,8.09,65.07,0.93,0.02
흥국화재,09년 9월,5446,98,103,1.81,1.89,26.34,2,0.08
흥국화재,09년 12월,5953,5,5,0.08,0.09,623.15,2.49,0
흥국화재,10년 3월,5870,-46,-27,-0.78,-0.45,-139.22,2.65,-0.02
흥국화재,10년 6월,0,0,0,-,-,-,-,-
흥국화재,10년 9월,0,0,0,-,-,-,-,-
흥국화재,10년 12월,0,0,0,-,-,-,-,-
흥국화재,11년 3월,6881,49,31,0.71,0.45,104.81,2.86,0.03
흥국화재,11년 6월,7307,235,229,3.21,3.13,14.65,2.19,-
흥국화재,11년 9월,7595,111,95,1.46,1.24,48.38,2.52,0.05
흥국화재,11년 12월,7910,170,176,2.14,2.23,20.83,1.82,0.09
흥국화재,12년 3월,8555,-14,66,-0.17,0.77,52.53,1.64,0.03
흥국화재,12년 6월,8732,154,174,1.77,1.99,17.59,1.30,0.08
흥국화재,12년 9월,9306,234,263,2.52,2.82,12.86,1.25,0.10
흥국화재,12년 12월,9261,148,139,1.59,1.51,23.10,1.14,0.05
흥국화재,13년 3월,8573,68,161,0.79,1.87,19.11,0.83,0.05
흥국화재,13년 6월,9454,92,-61,0.98,-0.64,-53.89,1.09,-0.02
흥국화재,13년 9월,9162,51,34,0.56,0.37,88.72,1,0.01
흥국화재,13년 12월,9759,201,146,2.06,1.50,18.62,0.94,0.05
흥국화재,15년 9월,10748,100,80,0.93,0.75,31.39,0.55,0.02
흥국화재,15년 12월,10563,-38,-39,-0.36,-0.37,-70.65,0.62,-0.01
흥국화재,16년 3월,10857,-225,40,-2.08,0.37,65,0.56,0.01
흥국화재,16년 6월,10912,69,50,0.64,0.46,45.04,0.46,0.01
흥국화재,16년 9월,11177,245,185,2.19,1.66,12.01,0.44,0.04
흥국화재,16년 12월,10413,69,40,0.66,0.39,59.95,0.44,0.01
흥국화재,17년 3월,11445,135,109,1.18,0.96,23.15,0.46,0.02
