stock,quarter,sales,operatingProfit,netIncome,operatingMargin,netProfitMargin,PER,PBR,ROE
지니언스,17년 12월,86,27,22,31.34,25.92,27.51,1.84,0.07
지니언스,18년 3월,35,-8,-7,-23.67,-19.65,-95.38,2.12,-0.02
지니언스,18년 6월,57,11,14,18.68,23.74,50.15,2.18,0.04
지니언스,18년 9월,42,1,2,3.26,5.61,230.97,1.73,0.01
지니언스,18년 12월,81,20,17,24.78,21.71,28.36,1.51,0.06
지니언스,19년 3월,33,-11,-10,-32.86,-29.47,-54.38,1.69,-0.03
지니언스,19년 6월,68,12,14,17.18,19.99,38.17,1.58,0.04
지니언스,19년 9월,45,1,2,1.83,5.54,182.20,1.38,0.01
지니언스,19년 12월,103,21,25,20.86,24.17,19.49,1.35,0.08
지니언스,20년 3월,47,-7,-4,-15.64,-8.81,-77.52,0.91,-0.01
지니언스,20년 6월,61,-1,2,-2.15,3.15,229.45,1.25,0.01
지니틱스,18년 6월,-,-,-,-,-,-,-,-
지니틱스,18년 9월,-,-,-,-,-,-,1.10,-
지니틱스,18년 12월,0,-0.06,0,-,-,426.98,1.10,0
지니틱스,19년 3월,0,-,-,-,-,-,1.10,-
지니틱스,19년 6월,-,-,0,-,-,-,-,-
지니틱스,19년 9월,149,17,-19,11.44,-12.91,-44.15,2.99,-
지니틱스,19년 12월,150,11,1,7.51,0.88,728.47,3.34,0
지니틱스,20년 3월,94,9,11,10.01,11.33,63.68,2.20,0.04
지니틱스,20년 6월,73,1,-1,1.49,-0.88,"-1,517.77",3.12,0
지란지교시큐리티,15년 9월,-,-,-,-,-,-,-,-
지란지교시큐리티,15년 12월,-,-,-,-,-,-,-,-
지란지교시큐리티,16년 3월,-,-,-,-,-,-,-,-
지란지교시큐리티,16년 6월,-,-,-,-,-,-,-,-
지란지교시큐리티,16년 9월,31,-7,-52,-24.44,-168.94,-12.81,3.44,-
지란지교시큐리티,16년 12월,74,18,16,23.68,21.06,36.62,2.74,0.08
지란지교시큐리티,17년 3월,43,-3,-2,-5.88,-4.15,-312.82,2.72,-0.01
지란지교시큐리티,17년 6월,58,1,1,2.22,2.47,372.14,2.40,0.01
지란지교시큐리티,17년 9월,93,-5,2,-5.12,-1.40,356.97,2.02,-
지란지교시큐리티,17년 12월,243,103,58,42.24,36.76,16.01,2.41,0.16
지란지교시큐리티,18년 3월,76,-42,-25,-54.75,-55.60,-42.17,3.37,-0.07
지란지교시큐리티,18년 6월,96,-18,2,-18.41,-0.12,367.73,2.74,0.01
지란지교시큐리티,18년 9월,128,2,3,1.36,0.82,209.55,1.87,0.01
지란지교시큐리티,18년 12월,242,88,39,36.57,30.62,13.48,1.29,0.10
지란지교시큐리티,19년 3월,84,-39,-11,-46.10,-37.67,-59.62,1.67,-0.03
지란지교시큐리티,19년 6월,113,-22,-3,-19.61,-10.01,-235.11,1.94,-0.01
지란지교시큐리티,19년 9월,158,22,10,14.22,11.04,63.14,1.46,0.02
지란지교시큐리티,19년 12월,261,73,32,28.14,23.92,15.60,1.14,0.08
지란지교시큐리티,20년 3월,81,-46,-12,-56.90,-36.43,-29.50,0.85,-0.03
지란지교시큐리티,20년 6월,98,-32,-10,-32.57,-23.75,-42.42,1.03,-0.02
지스마트글로벌,10년 3월,162,-13,-14,-8.05,-8.33,-34.93,1.78,-0.06
지스마트글로벌,10년 6월,199,-4,-5,-2.13,-2.28,-62.97,1.08,-0.02
지스마트글로벌,10년 9월,169,3,2,1.82,1.41,105.73,0.95,0.01
지스마트글로벌,10년 12월,103,-28,-29,-27.46,-28.24,-6.70,0.82,-0.12
지스마트글로벌,11년 3월,166,3,1,1.62,0.87,112.91,0.69,0.01
지스마트글로벌,11년 6월,147,-16,-19,-10.74,-12.99,-6.70,0.58,-0.09
지스마트글로벌,11년 9월,144,-23,-23,-16.23,-15.73,-4.34,0.50,-0.11
지스마트글로벌,11년 12월,101,-49,-62,-48.05,-60.96,-1.65,0.75,-0.38
지스마트글로벌,12년 3월,119,10,5,8.77,4.21,29.09,1.04,0.04
지스마트글로벌,12년 6월,104,4,-1,3.93,-0.63,-153.72,0.72,0
지스마트글로벌,12년 9월,123,14,4,11,3.29,58.60,1.39,0.02
지스마트글로벌,12년 12월,72,-25,-57,-34.86,-78.40,-5.50,1.69,-0.27
지스마트글로벌,13년 3월,55,-15,-16,-26.67,-29.86,-14.78,1.43,-0.09
지스마트글로벌,13년 6월,72,-11,-9,-15.02,-13.07,-26.73,1.58,-0.06
지스마트글로벌,13년 9월,67,-2,-6,-2.53,-8.37,-40.17,1.46,-0.04
지스마트글로벌,13년 12월,63,-8,-20,-12.17,-31.83,-16.80,2.26,-0.13
지스마트글로벌,15년 9월,121,20,20,16.62,16.27,203.77,12.76,0.06
지스마트글로벌,15년 12월,158,29,54,18.56,34.32,78.87,7.06,0.11
지스마트글로벌,16년 3월,120,21,26,17.60,21.57,205.14,7.51,0.04
지스마트글로벌,16년 6월,251,65,64,25.94,25.49,90.23,7.19,0.08
지스마트글로벌,16년 9월,241,65,57,27.08,23.78,95.27,6.28,0.07
지스마트글로벌,16년 12월,289,41,-14,14.04,-4.91,-203.32,3.31,-0.02
지스마트글로벌,17년 3월,144,30,21,21.16,14.78,125.35,2.79,0.02
지스마트글로벌,17년 6월,293,75,39,25.53,13.36,71.81,2.72,0.04
지스마트글로벌,17년 9월,284,65,51,23.02,18.01,47.68,2.24,0.05
지스마트글로벌,17년 12월,240,43,28,17.81,11.67,98.96,2.50,0.03
지스마트글로벌,18년 3월,164,34,29,20.57,17.63,93.23,2.34,0.03
지스마트글로벌,18년 6월,73,-11,-18,-15.58,-24.23,-110.37,1.71,-0.02
지어소프트,09년 9월,98,5,-3,5.60,-2.94,-81.57,0.71,-0.01
지어소프트,09년 12월,130,3,-10,1.98,-7.47,-26.19,0.79,-0.03
지어소프트,10년 3월,72,-20,-21,-28.33,-29.41,-10.94,0.76,-0.07
지어소프트,10년 6월,128,14,11,11.09,8.86,13.80,0.50,0.04
지어소프트,10년 9월,128,5,6,3.58,4.44,27.89,0.50,0.02
지어소프트,10년 12월,163,14,-69,8.57,-42.68,-2.36,0.64,-0.22
지어소프트,11년 3월,111,-14,-13,-12.94,-12.03,-16.75,-,-
지어소프트,11년 6월,134,5,-18,3.51,-13.79,-6.68,-,-
지어소프트,11년 9월,106,6,15,5.59,13.89,9.88,-,-
지어소프트,11년 12월,150,15,-109,10.36,-72.88,-1.46,0.85,-
지어소프트,12년 3월,100,-9,10,-8.94,10.46,17.67,0.94,0.05
지어소프트,12년 6월,104,-8,-9,-7.78,-8.26,-20.05,0.91,-0.04
지어소프트,12년 9월,90,-10,-6,-10.99,-6.14,-31.70,0.95,-0.03
지어소프트,12년 12월,103,-2,4,-2.02,3.71,43.52,0.90,0.02
지어소프트,13년 3월,83,-16,-13,-19.71,-15.91,-11.30,0.87,-0.07
지어소프트,13년 6월,95,7,27,7.31,28.31,4.97,0.67,0.15
지어소프트,13년 9월,97,1,-2,0.72,-2.28,-59.47,0.67,-0.01
지어소프트,13년 12월,97,-51,-63,-52.79,-68.40,-1.89,0.88,-0.38
지어소프트,15년 9월,104,2,0,1.48,0.76,-705.02,1.65,0
지어소프트,15년 12월,112,7,0,6.64,-3.99,885.97,2.09,0
지어소프트,16년 3월,123,1,0,0.75,-0.12,"-2,271.97",2.18,0
지어소프트,16년 6월,206,-6,-10,-2.99,-5.99,-29.50,3.08,-0.10
지어소프트,16년 9월,204,-10,-12,-4.89,-6.82,-23.66,3.02,-0.13
지어소프트,16년 12월,263,0,-33,0.14,-17.32,-7.90,3.94,-0.40
지어소프트,17년 3월,261,-3,-2,-1.10,-1.19,-81.55,2.84,-0.04
지어소프트,17년 6월,298,7,3,2.39,1.54,78.53,3.22,0.04
지어소프트,17년 9월,396,11,6,2.71,2.07,49.02,3.98,0.08
지어소프트,17년 12월,50,-6,-19,-12.15,-47.60,-16.71,4.64,-0.26
지어소프트,18년 3월,290,4,0,1.25,0.82,607.12,4.10,0.01
지어소프트,18년 6월,390,1,4,0.26,0.55,65.15,3.25,0.05
지어소프트,18년 9월,271,10,7,3.85,3.37,34.02,2.89,0.09
지어소프트,18년 12월,365,-3,-2,-0.75,-1.07,-216.51,5.57,-0.02
지어소프트,19년 3월,375,7,4,1.82,1.39,233.42,8.33,0.04
지어소프트,19년 6월,396,0,-8,0.09,-1.71,-151.45,11.72,-0.08
지어소프트,19년 9월,422,0,-1,0,-0.34,-592.62,8.78,-0.01
지어소프트,19년 12월,402,-8,-11,-2.10,-2.93,-57.85,7.35,-0.12
지어소프트,20년 3월,569,20,12,3.59,2.81,80.48,10.40,0.14
지어소프트,20년 6월,622,20,17,3.26,3.47,93.65,12.90,0.15
지에스이,09년 9월,9,1,1,15.33,7.33,185.39,1.49,0.01
지에스이,09년 12월,12,1,4,5.94,30.34,33.39,1.44,0.05
지에스이,10년 3월,8,-2,-2,-22.31,-19.78,-68.05,1.48,-0.02
지에스이,10년 6월,480,36,23,7.57,4.73,12.24,1.63,0.11
지에스이,10년 9월,139,-1,-1,-0.43,-0.90,-446.61,1.52,0
지에스이,10년 12월,253,15,-142,6.04,-56.10,-3.52,1.96,-0.50
지에스이,11년 3월,353,29,21,8.09,5.81,21.22,1.47,0.08
지에스이,11년 6월,202,16,9,8.03,4.38,45.99,1.33,0.03
지에스이,11년 9월,161,1,-1,0.71,-0.73,-386.69,1.05,0
지에스이,11년 12월,301,23,11,7.66,3.73,40.03,1.02,0.03
지에스이,12년 3월,413,27,22,6.43,5.26,27.57,1.32,0.05
지에스이,12년 6월,226,16,9,7.12,4.04,53.98,1.07,0.02
지에스이,12년 9월,191,0,0,-0.26,-0.25,-973.48,1.02,0
지에스이,12년 12월,347,15,8,4.36,2.29,58.05,0.99,0.02
지에스이,13년 3월,474,24,18,5.10,3.85,25.01,0.96,0.04
지에스이,13년 6월,305,17,11,5.46,3.60,42.82,0.92,0.02
지에스이,13년 9월,209,3,2,1.54,0.99,237.10,0.98,0
지에스이,13년 12월,404,15,8,3.71,1.97,56.68,0.89,0.02
지에스이,15년 9월,175,6,4,3.27,2.51,126.97,1.03,0.01
지에스이,15년 12월,331,18,11,5.41,3.20,52.17,1,0.02
지에스이,16년 3월,425,37,29,8.63,6.85,18.83,0.96,0.06
지에스이,16년 6월,188,19,16,10.05,8.67,35.69,0.99,0.03
지에스이,16년 9월,132,1,-1,0.60,-1.04,-436.86,1.04,0
지에스이,16년 12월,297,16,13,5.45,4.24,47.73,1,0.02
지에스이,17년 3월,411,37,29,8.97,7.05,23.71,1.12,0.05
지에스이,17년 6월,201,19,16,9.39,7.81,37.46,0.87,0.03
지에스이,17년 9월,141,-7,-5,-4.64,-3.80,-96.38,0.78,-0.01
지에스이,17년 12월,332,15,10,4.43,3.06,48.96,0.73,0.02
지에스이,18년 3월,440,40,31,8.97,6.99,15.89,0.70,0.05
지에스이,18년 6월,258,21,17,8.11,6.69,28.27,0.68,0.03
지에스이,18년 9월,219,-2,0,-0.89,-0.10,"-2,330.57",0.71,0
지에스이,18년 12월,418,15,10,3.59,2.45,44.81,0.64,0.02
지에스이,19년 3월,431,29,23,6.83,5.45,20.49,0.66,0.04
지에스이,19년 6월,285,15,10,5.12,3.59,46.39,0.64,0.02
지에스이,19년 9월,237,-2,-1,-0.73,-0.52,-393.10,0.65,0
지에스이,19년 12월,411,14,10,3.33,2.54,41.84,0.58,0.02
지에스이,20년 3월,467,31,24,6.56,5.23,15.24,0.48,0.03
지에스이,20년 6월,221,11,9,4.91,4.23,43.02,0.52,0.01
지엔씨에너지,13년 6월,153,14,7,9.04,4.53,-,0,-
지엔씨에너지,13년 9월,146,12,9,8.17,6.48,0,0,0.03
지엔씨에너지,13년 12월,182,17,16,9.09,9.17,30.67,1.25,0.04
지엔씨에너지,15년 9월,289,30,16,10.31,5.43,43.74,1.20,0.03
지엔씨에너지,15년 12월,273,24,21,8.76,7.53,34.13,1.19,0.04
지엔씨에너지,16년 3월,299,24,10,7.94,3.38,70.77,1.20,0.02
지엔씨에너지,16년 6월,192,21,18,10.97,9.35,33.71,0.99,0.03
지엔씨에너지,16년 9월,253,32,24,12.55,9.32,27.09,1,0.04
지엔씨에너지,16년 12월,421,32,18,7.55,4.18,40.37,1.10,0.03
지엔씨에너지,17년 3월,198,15,16,7.59,7.92,50.77,1.25,0.03
지엔씨에너지,17년 6월,198,7,7,3.72,3.62,117.89,1.31,0.01
지엔씨에너지,17년 9월,220,13,11,5.89,5.03,72.93,1.26,0.02
지엔씨에너지,17년 12월,301,30,23,10.03,7.71,28.76,1,0.04
지엔씨에너지,18년 3월,268,23,47,8.46,18.06,15.91,1.06,0.07
지엔씨에너지,18년 6월,309,13,3,4.27,0.99,311.51,1.23,0
지엔씨에너지,18년 9월,288,15,23,5.14,8.92,36.20,1.10,0.03
지엔씨에너지,18년 12월,402,21,12,5.15,3.39,61.09,0.95,0.02
지엔씨에너지,19년 3월,348,18,13,5.17,4.10,55.21,0.93,0.02
지엔씨에너지,19년 6월,439,34,16,7.71,4.80,44.93,0.89,0.02
지엔씨에너지,19년 9월,371,24,15,6.36,5.60,45.71,0.88,0.02
지엔씨에너지,19년 12월,525,15,23,2.89,4.79,31.74,0.88,0.03
지엔씨에너지,20년 3월,379,17,-9,4.45,-10.35,-51.21,0.58,-0.01
지엔씨에너지,20년 6월,469,11,30,2.24,6.55,26.62,0.96,0.04
지엔원에너지,17년 6월,-,-,-,-,-,-,-,-
지엔원에너지,17년 9월,-,-,-,-,-,-,1.09,-
지엔원에너지,17년 12월,-,-,-,-,-,-,1.09,-
지엔원에너지,18년 3월,-,-,-,-,-,-,1.08,-
지엔원에너지,18년 6월,-,-,-,-,-,-,1.11,-
지엔원에너지,18년 9월,-,-,-,-,-,-,1.13,-
지엔원에너지,18년 12월,0,0,-0.04,-,-,-,1.11,0
지엔원에너지,19년 3월,0,-,-,-,-,-,1.12,-
지엔원에너지,19년 6월,0,-,-,-,-,-,1.16,-
지엔원에너지,19년 9월,0,0,0,-,-,-,1.20,0
지엔원에너지,19년 12월,-,-,-,-,-,-,-,-
지엔원에너지,20년 3월,90,3,-48,3.62,-53.69,-6.33,1.29,-0.24
지엔원에너지,20년 6월,71,-1,3,-1.37,3.89,271.70,3.13,0.01
지엔코,09년 9월,164,-27,-37,-16.72,-22.75,-17.88,1.70,-0.08
지엔코,09년 12월,-,-,-,-,-,-,0.97,-
지엔코,10년 3월,172,3,-6,1.71,-3.67,-89.74,1.04,-0.01
지엔코,10년 6월,198,13,1,6.76,0.64,358.59,0.83,0
지엔코,10년 9월,189,16,6,8.53,3.33,87.23,0.89,0.01
지엔코,10년 12월,-,-,-,-,-,-,0.61,-
지엔코,11년 3월,238,24,13,10.13,5.39,33.38,0.61,0.02
지엔코,11년 6월,260,37,39,14.06,14.91,13.56,0.67,0.05
지엔코,11년 9월,227,18,25,7.92,10.80,28.10,0.85,0.03
지엔코,11년 12월,-,-,-,-,-,-,1.77,-
지엔코,12년 3월,305,29,15,9.56,5.07,87.33,-,-
지엔코,12년 6월,308,42,27,13.69,8.90,43.92,-,-
지엔코,12년 9월,261,11,-8,4.23,-3.06,-118.16,-,-
지엔코,12년 12월,435,43,9,9.80,2.03,106.39,0.98,-
지엔코,13년 3월,297,28,20,9.33,6.81,51.64,1.07,0.02
지엔코,13년 6월,341,47,24,13.74,11.23,33.07,0.80,0.02
지엔코,13년 9월,274,5,-29,1.66,-10.15,-25.57,0.77,-0.03
지엔코,13년 12월,409,8,-3,2.03,-4.46,-163.24,0.56,0
지엔코,15년 9월,265,-17,-15,-6.37,-7.85,-40.81,0.63,-0.02
지엔코,15년 12월,365,16,49,4.50,13.16,15.33,0.73,0.05
지엔코,16년 3월,291,7,-8,2.53,-2.94,-97.39,0.80,-0.01
지엔코,16년 6월,305,1,-7,0.19,-1.95,-261.06,1.74,-0.01
지엔코,16년 9월,256,-11,-27,-4.28,-13.29,-179.91,3.96,-0.02
지엔코,16년 12월,366,14,-17,3.80,-2.77,-338.55,4.45,-0.01
지엔코,17년 3월,287,-24,-20,-8.35,-12.80,-94.37,1.39,-0.01
지엔코,17년 6월,336,-3,-15,-1,-5.50,-113.68,1.30,-0.01
지엔코,17년 9월,288,-14,-23,-4.75,-8.91,-69.39,1,-0.02
지엔코,17년 12월,521,141,-104,26.96,-10.54,-22.26,1.54,-0.07
지엔코,18년 3월,395,34,-13,8.56,1.97,-208.57,1.75,-0.01
지엔코,18년 6월,376,-60,-35,-16,-13.66,-59.13,1.36,-0.02
지엔코,18년 9월,282,-50,-57,-17.66,-23.18,-39.61,1.57,-0.04
지엔코,18년 12월,411,-177,-279,-43.05,-85.46,-5.79,1.40,-0.22
지엔코,19년 3월,378,-63,-67,-16.65,-21.38,-23.26,1.40,-0.06
지엔코,19년 6월,424,39,7,9.12,7.23,184.81,1.16,0.01
지엔코,19년 9월,293,-74,-58,-25.44,-20.91,-17.86,0.97,-0.05
지엔코,19년 12월,465,23,-117,4.90,-22.54,-10.21,1.31,-0.12
지엔코,20년 3월,272,-59,-56,-21.80,-22.61,-23.90,1.55,-0.06
지엔코,20년 6월,331,-8,-37,-2.41,-10.85,-31.03,1.38,-0.04
지엘팜텍,15년 9월,-,-,-,-,-,-,-,-
지엘팜텍,15년 12월,-,-,-,-,-,-,-,-
지엘팜텍,16년 3월,-,-,-,-,-,-,-,-
지엘팜텍,16년 6월,-,-,-,-,-,-,-,-
지엘팜텍,16년 9월,8,-15,-41,-193.55,-535.16,-,-,-
지엘팜텍,16년 12월,17,-3,-6,-15.90,-33.78,-218.25,14.64,-0.06
지엘팜텍,17년 3월,3,-16,-16,-549.75,-546.86,-65.36,15.23,-0.21
지엘팜텍,17년 6월,6,-12,-12,-218.11,-213.17,-85.10,16.58,-0.18
지엘팜텍,17년 9월,4,-11,-11,-285.80,-286.98,-104.73,13.74,-0.15
지엘팜텍,17년 12월,12,-3,-3,-27.35,-29.15,-332.94,19.35,-0.05
지엘팜텍,18년 3월,17,-14,-17,-80.98,-100.98,-84.54,27.45,-
지엘팜텍,18년 6월,22,-12,-10,-53.77,-46.15,-210.80,47.32,-0.21
지엘팜텍,18년 9월,14,-10,-16,-68.20,-111.35,-112.42,21.96,-0.24
지엘팜텍,18년 12월,27,-9,-11,-32.85,-39.93,-120.09,16.59,-0.13
지엘팜텍,19년 3월,34,4,3,11.50,8.40,366.22,12.83,0.04
지엘팜텍,19년 6월,34,-4,-35,-11.61,-101.52,-25.47,19.23,-0.55
지엘팜텍,19년 9월,27,-11,-12,-39.59,-45.15,-46.24,16.79,-0.31
지엘팜텍,19년 12월,11,-20,-11,-190.52,-101.15,-38.57,17.72,-0.38
지엘팜텍,20년 3월,28,-11,-12,-38.14,-41.70,-26.46,4.03,-0.23
지엘팜텍,20년 6월,32,-5,-7,-15.97,-21.97,-60.08,5.75,-0.09
지와이커머스,10년 3월,17,8,8,47.36,47.33,-,0,0.08
지와이커머스,10년 6월,30,9,7,29.66,22,46.10,1.79,0.04
지와이커머스,10년 9월,25,7,11,28.54,43.16,27.36,1.33,0.05
지와이커머스,10년 12월,28,9,11,31.70,40.45,25.66,1.29,0.05
지와이커머스,11년 3월,23,5,4,22.38,15.95,64.55,1.07,0.02
지와이커머스,11년 6월,39,10,11,26.58,28.86,17.14,0.81,0.05
지와이커머스,11년 9월,61,8,4,13.04,5.77,55.85,0.83,0.02
지와이커머스,11년 12월,121,11,8,8.93,6.23,26.15,0.80,0.03
지와이커머스,12년 3월,112,6,8,5.70,6.86,27.30,0.87,0.03
지와이커머스,12년 6월,123,11,5,8.72,3.85,46.68,0.89,0.02
지와이커머스,12년 9월,185,9,13,4.90,7.02,28.88,1.27,0.05
지와이커머스,12년 12월,235,16,10,6.72,4.06,35.17,1.04,0.03
지와이커머스,13년 3월,186,15,11,8.07,6.15,45.59,1.56,0.04
지와이커머스,13년 6월,155,21,13,13.37,8.39,41.69,1.52,0.04
지와이커머스,13년 9월,172,21,15,12.20,8.45,41.17,1.55,0.04
지와이커머스,13년 12월,153,5,-17,3.55,-11.19,-33.67,1.58,-0.05
지와이커머스,15년 9월,90,4,-8,3.90,-8.56,-199,3.24,-0.02
지와이커머스,15년 12월,145,1,-1,1.04,-0.94,-799.34,2.10,0
지와이커머스,16년 3월,94,2,3,1.94,2.83,555.49,2.14,0
지와이커머스,16년 6월,118,10,7,8.13,5.51,210.02,1.70,0.01
지와이커머스,16년 9월,97,3,3,3.38,3.09,438.57,1.61,0
지와이커머스,16년 12월,115,-3,-9,-2.74,-8.01,-149.66,1.72,-0.01
지와이커머스,17년 3월,104,11,8,10.53,7.86,194.58,1.95,0.01
지와이커머스,17년 6월,79,0,-1,-0.15,-1.15,"-1,498.60",1.69,0
지와이커머스,17년 9월,49,5,4,10.87,7.60,263.04,1.19,0
지와이커머스,17년 12월,44,-2,-2,-5.50,-5.11,-399.56,1.12,0
지와이커머스,18년 3월,44,2,1,4.78,2.28,"1,046.77",1.28,0
지와이커머스,18년 6월,33,-12,-18,-34.68,-54.52,-39.14,0.86,-0.02
지와이커머스,18년 9월,30,-11,-93,-36.17,-305.84,-4.92,0.63,-0.12
지와이커머스,18년 12월,34,-11,-29,-33.64,-86.27,-15.77,0.66,-0.04
지와이커머스,19년 3월,17,-37,-598,-223.24,"-3,599.58",-0.77,4.90,-1.50
지와이커머스,19년 6월,10,-87,12,-840.75,114.03,38.98,4.36,0.12
지와이커머스,19년 9월,10,-4,-1,-43.52,-8.18,-123.80,0.96,-0.01
지와이커머스,19년 12월,5,106,489,"2,041.59","9,410.88",0.21,30.50,8.31
지와이커머스,20년 3월,9,-8,-5,-90,-61.85,-73.32,4.79,-0.08
지와이커머스,20년 6월,3,-7,-13,-213.07,-419.69,-45.69,5.08,-
지트리비앤티,10년 3월,27,6,8,22.27,31.48,95.70,3.95,0.04
지트리비앤티,10년 6월,18,1,4,7.49,22.22,154.86,2.24,0.01
지트리비앤티,10년 9월,31,10,12,31.50,37.71,44.18,1.87,0.04
지트리비앤티,10년 12월,38,16,18,43.31,46.89,33.74,2.06,0.06
지트리비앤티,11년 3월,16,-2,2,-14.22,10.48,279.03,1.66,0.01
지트리비앤티,11년 6월,18,-2,2,-9.21,9.75,167.06,1.01,0.01
지트리비앤티,11년 9월,30,5,9,17.30,29.13,28.84,0.84,0.03
지트리비앤티,11년 12월,94,6,-344,6.81,-365.66,-0.74,2.02,-
지트리비앤티,12년 3월,124,-7,-12,-5.44,-9.45,-49.95,3.26,-0.07
지트리비앤티,12년 6월,201,-16,-46,-8.14,-23.59,-10.64,3.55,-0.31
지트리비앤티,12년 9월,122,1,3,0.44,2.16,156.18,3.40,0.02
지트리비앤티,12년 12월,146,14,-7,9.28,1.84,-53.92,2.46,-0.05
지트리비앤티,13년 3월,170,3,2,1.57,1.46,214.57,2.93,0.01
지트리비앤티,13년 6월,75,-3,-9,-4.41,-12.57,-30.39,1.86,-0.06
지트리비앤티,13년 9월,79,-5,-3,-6.59,-2.90,-117.68,2.15,-0.02
지트리비앤티,13년 12월,-115,-12,-30,10.64,26.23,-9.26,2.63,-0.26
지트리비앤티,15년 9월,43,-7,-8,-16.27,-19.16,-257.81,8.77,-0.03
지트리비앤티,15년 12월,47,-8,-11,-17.91,-25.28,-243.86,8.73,-0.04
지트리비앤티,16년 3월,48,-7,-10,-13.71,-20.80,-446.90,10.78,-0.03
지트리비앤티,16년 6월,40,-8,-9,-20.73,-23.85,-449.53,9.51,-0.02
지트리비앤티,16년 9월,43,-9,-11,-20.67,-26.22,-354.38,10.87,-0.03
지트리비앤티,16년 12월,47,-17,-22,-35.93,-49.99,-164.15,10.49,-0.07
지트리비앤티,17년 3월,42,-11,-18,-26.53,-44.45,-197.54,8.84,-0.05
지트리비앤티,17년 6월,39,-9,-7,-23.50,-19.72,-583.73,10.12,-0.02
지트리비앤티,17년 9월,46,-12,-10,-26.38,-25.83,-645.93,15.55,-0.03
지트리비앤티,17년 12월,45,-12,-13,-28.01,-31.23,-624.74,20.90,-0.03
지트리비앤티,18년 3월,44,-8,-9,-17.72,-23.16,"-1,188.17",28.73,-0.02
지트리비앤티,18년 6월,35,-9,-8,-24.90,-23.12,"-1,068.03",24.11,-0.02
지트리비앤티,18년 9월,209,10,97,4.70,46.17,82.82,10.82,0.18
지트리비앤티,18년 12월,174,-24,-34,-13.62,-20.82,-201.21,9.93,-0.05
지트리비앤티,19년 3월,91,-17,-18,-18.90,-20.42,-384.48,9.68,-0.03
지트리비앤티,19년 6월,89,-16,-25,-18.30,-28.84,-279.92,9.97,-0.04
지트리비앤티,19년 9월,210,-15,-19,-7.39,-9.31,-260,7,-0.03
지트리비앤티,19년 12월,200,-39,-103,-19.66,-53.92,-75.59,12.09,-0.16
지트리비앤티,20년 3월,93,-10,-7,-10.26,-9.18,-713.72,7.10,-0.01
지트리비앤티,20년 6월,70,-48,-69,-68.13,-100.40,-90.54,7.86,-0.09
지티지웰니스,15년 9월,-,-,-,-,-,-,-,-
지티지웰니스,15년 12월,-,-,-,-,-,-,5.04,-
지티지웰니스,16년 3월,-,-,-,-,-,-,-,-
지티지웰니스,16년 6월,-,-,-,-,-,-,-,-
지티지웰니스,16년 9월,-,-,-,-,-,-,-,-
지티지웰니스,16년 12월,-,-,-,-,-,-,9.33,-
지티지웰니스,17년 12월,-,-,-,-,-,-,4.18,-
지티지웰니스,18년 6월,-,-,-,-,-,-,4.71,-
지티지웰니스,18년 9월,42,-13,-12,-30.72,-32.05,-52.93,3.57,-0.07
지티지웰니스,18년 12월,70,-24,-53,-33.76,-77.29,-7.30,1.93,-0.26
지티지웰니스,19년 3월,89,7,8,8.25,9.41,72.96,3.08,0.04
지티지웰니스,19년 6월,81,5,-24,6.39,-29.19,-30.37,3.90,-0.13
지티지웰니스,19년 9월,66,5,33,8.14,50.07,11.91,1.82,0.17
지티지웰니스,19년 12월,66,-64,-70,-96.40,-105.03,-6.18,2.91,-0.39
지티지웰니스,20년 3월,58,-22,-22,-38.04,-38.26,-18.90,3.38,-0.17
지티지웰니스,20년 6월,41,-23,-80,-56.54,-195.12,-7.25,8.17,-0.81
진로발효,09년 9월,201,53,48,26.58,24.16,37.70,1.97,0.06
진로발효,09년 12월,194,58,52,29.90,26.99,33.30,1.77,0.06
진로발효,10년 3월,178,19,23,10.62,12.67,75.33,1.95,0.02
진로발효,10년 6월,198,21,25,10.75,12.83,68.99,1.95,0.03
진로발효,10년 9월,175,48,42,27.32,23.97,42.85,1.91,0.05
진로발효,10년 12월,211,59,48,27.76,22.52,35.44,1.70,0.05
진로발효,11년 3월,190,23,25,11.92,13.07,65.45,1.72,0.03
진로발효,11년 6월,198,14,16,6.90,8.04,102.51,1.67,0.02
진로발효,11년 9월,166,21,21,12.58,12.65,73.40,1.53,0.02
진로발효,11년 12월,205,45,39,21.95,19.05,39.71,1.46,0.04
진로발효,12년 3월,197,9,61,4.48,31.07,19.48,2.34,0.08
진로발효,12년 6월,199,20,17,10,8.34,50.78,2.02,0.04
진로발효,12년 9월,195,42,33,21.41,16.82,28.05,2.04,0.08
진로발효,12년 12월,215,59,44,27.39,20.46,20.75,1.85,0.09
진로발효,13년 3월,193,28,22,14.44,11.55,53.43,2.70,0.05
진로발효,13년 6월,210,50,39,23.63,18.58,36.09,2.93,0.08
진로발효,13년 9월,190,41,32,21.70,16.88,45.24,2.82,0.06
진로발효,13년 12월,224,65,48,28.97,21.39,34.60,2.96,0.09
진로발효,15년 9월,200,43,36,21.40,17.87,83.21,4.14,0.05
진로발효,15년 12월,231,35,26,15.39,11.30,98.62,3.46,0.04
진로발효,16년 3월,222,54,44,24.41,20.02,55.69,3.49,-
진로발효,16년 6월,235,73,59,30.87,24.84,42.63,3.29,0.08
