title,code,sector,isKOSPI,saleGrowthRate,saleGrowthRateAvg,operatingMarginRate,operatingMarginRateAvg,crawledPER,crawledPERAvg
풍산홀딩스,005810,비철금속,True,-3.86,3.09,0.05,-5.78,24.96,21.5
필룩스,033180,전기제품,True,7.82,17.99,-6.32,2.73,-8.29,148.48
하나금융지주,086790,은행,True,3.76,8.33,9.47,12.84,4.24,5.04
하나제약,293480,제약,True,10.13,11.49,18.65,-258.49,16,123.4
하나투어,039130,"호텔, 레스토랑, 레저",True,8.62,10.8,-143.41,-70.8,-7.08,-41.62
하이골드12호,172580,해운사,True,2.6,2.28,10.31,16.25,-62.42,62.29
하이골드3호,153360,해운사,True,-7.54,2.28,17.79,16.25,-4.64,62.29
하이스틸,071090,철강,True,12.88,4.43,-1.08,0.86,-9.38,38.85
하이트론씨스템즈,019490,통신장비,True,-5.51,16.58,-50.4,-6.07,-0.96,-127.81
하이트진로,000080,음료,True,2.49,1.64,9,1.96,31.16,173.11
하이트진로홀딩스,000140,음료,True,2.25,1.64,9.52,1.96,8.56,173.11
한국ANKOR유전,152550,-,True,-,-,-,-,-,-
한국가스공사,036460,가스 유틸리티,True,5.78,2.74,3.06,2.41,-6.04,32.62
한국공항,005430,운송 인프라,True,3.83,5.31,-8.81,10.58,-7.23,-40.09
한국금융지주,071050,증권,True,26.4,12.58,4.97,6.64,6.52,7.41
한국내화,010040,비철금속,True,-4.67,3.09,1.72,-5.78,84.05,21.5
한국단자공업,025540,자동차부품,True,2.63,1.38,5.43,-1.62,16.14,33.75
한국석유공업,004090,화학,True,6.42,9.18,2.63,4.62,-9.23,52.81
한국수출포장공업,002200,포장재,True,5.96,5.6,5.94,6.39,6.55,12.99
한국쉘석유,002960,석유와 가스,True,0.15,7.14,13.55,-10.84,15.33,-9.37
한국자산신탁,123890,부동산,True,17.83,15.65,62.31,45.89,4.7,15.14
한국전력공사,015760,전기 유틸리티,True,-0.57,-0.87,2.51,6.83,149.45,64.9
한국전자홀딩스,006200,반도체와 반도체 장비,True,-3.41,11.5,-6.98,4.21,-2.62,18.62
한국조선해양,009540,조선,True,-12.03,-3.94,2.64,-8.11,338.03,-26.88
한국종합기술,023350,건설,True,3.17,8.53,0.29,1.03,-11.78,7.02
한국주강,025890,철강,True,11.03,4.43,-3.17,0.86,-1.69,38.85
한국주철관공업,000970,철강,True,4.12,4.43,2.56,0.86,19.2,38.85
한국철강,104700,철강,True,2.73,4.43,4.54,0.86,7.84,38.85
한국카본,017960,조선,True,2,-3.94,14.07,-8.11,11.95,-26.88
한국콜마,161890,화장품,True,32.16,25.83,7.29,-28.75,48.68,63.53
한국콜마홀딩스,024720,화장품,True,21.55,25.83,17.06,-28.75,10.99,63.53
한국타이어앤테크놀로지,161390,자동차부품,True,1.3,1.38,7.35,-1.62,15.49,33.75
한국테크놀로지그룹,000240,자동차부품,True,7.1,1.38,15.43,-1.62,11.62,33.75
한국토지신탁,034830,부동산,True,12.83,15.65,36.17,45.89,5.8,15.14
한국특수형강,007280,철강,True,16.51,4.43,-0.08,0.86,-8.35,38.85
한국패러랠,168490,-,True,-,-,-,-,-,-
한국프랜지공업,010100,자동차부품,True,-5.67,1.38,1.02,-1.62,8.53,33.75
한국항공우주,047810,우주항공과 국방,True,1.82,14.15,7.98,-5.6,15.6,21.24
한국화장품,123690,화장품,True,-6.55,25.83,-22.14,-28.75,-30.36,63.53
한국화장품제조,003350,화장품,True,5.6,25.83,-1.56,-28.75,-133.16,63.53
한농화성,011500,화학,True,-0.05,9.18,6.74,4.62,10.21,52.81
한독,002390,제약,True,6.09,11.49,6.4,-258.49,14.37,123.4
한라,014790,건설,True,-10.69,8.53,7.38,1.03,3.67,7.02
한라홀딩스,060980,자동차부품,True,-1.86,1.38,3.74,-1.62,24.67,33.75
한미글로벌,053690,건설,True,20.35,8.53,6.03,1.03,14.85,7.02
한미반도체,042700,반도체와 반도체 장비,True,-10.21,11.5,25.4,4.21,14.44,18.62
한미사이언스,008930,제약,True,7.07,11.49,2.17,-258.49,132.97,123.4
한미약품,128940,제약,True,8.05,11.49,8.4,-258.49,107.26,123.4
한샘,009240,가구,True,-4.25,27.33,3.64,4.83,44.82,21.84
한섬,020000,"섬유, 의류, 신발, 호화품",True,20.95,5.16,8.33,0.07,8.97,29.35
한성기업,003680,식품,True,-5.56,10.85,-2.09,3.99,-4.01,20.65
한세실업,105630,"섬유, 의류, 신발, 호화품",True,7.5,5.16,1.74,0.07,-41.37,29.35
한세엠케이,069640,"섬유, 의류, 신발, 호화품",True,-1.16,5.16,-9.84,0.07,-0.84,29.35
한세예스24홀딩스,016450,"섬유, 의류, 신발, 호화품",True,7.35,5.16,2.51,0.07,48.95,29.35
한솔로지스틱스,009180,항공화물운송과 물류,True,6.2,4.94,2.69,1.37,7.07,20.34
한솔제지,213500,종이와 목재,True,7.71,-1.93,7.74,-3.24,4.16,28.47
한솔케미칼,014680,화학,True,8.47,9.18,23.3,4.62,15.78,52.81
한솔테크닉스,004710,디스플레이장비 및 부품,True,6.38,0.55,2.97,-4.9,25.07,84.28
한솔피엔에스,010420,종이와 목재,True,-0.04,-1.93,1.64,-3.24,9.39,28.47
한솔홀딩스,004150,종이와 목재,True,-11.16,-1.93,0.73,-3.24,7.55,28.47
한솔홈데코,025750,건축자재,True,3.89,4.02,-0.21,-0.13,-48.78,39.49
한신공영,004960,건설,True,-2.88,8.53,8.39,1.03,2.33,7.02
한신기계공업,011700,기계,True,-5.61,8.28,5.83,-8.38,20.64,-24.04
한양증권,001750,증권,True,18.33,12.58,10.04,6.64,4.01,7.41
한온시스템,018880,자동차부품,True,7.85,1.38,3.44,-1.62,58.12,33.75
한올바이오파마,009420,제약,True,9.38,11.49,11.92,-258.49,88.13,123.4
한익스프레스,014130,항공화물운송과 물류,True,7.26,4.94,1.83,1.37,12.98,20.34
한일시멘트,300720,건축자재,True,-,-,-,-,-,-
한일철강,002220,철강,True,15.85,4.43,-4.16,0.86,-4.27,38.85
한일현대시멘트,006390,건축자재,True,0.46,4.02,10.1,-0.13,9.48,39.49
한일홀딩스,003300,건축자재,True,4.65,4.02,5.35,-0.13,21.25,39.49
한전KPS,051600,전기 유틸리티,True,0.65,-0.87,13.47,6.83,10.8,64.9
한전기술,052690,전기 유틸리티,True,-3.93,-0.87,3.62,6.83,44.65,64.9
한전산업,130660,전기 유틸리티,True,0.38,-0.87,7.71,6.83,9.49,64.9
한진,002320,항공화물운송과 물류,True,5.33,4.94,4.87,1.37,61.19,20.34
한진중공업,097230,조선,True,-16.65,-3.94,6.82,-8.11,3.34,-26.88
한진중공업홀딩스,003480,가스 유틸리티,True,-3.22,2.74,6.15,2.41,56.22,32.62
한진칼,180640,항공사,True,6.69,15.13,-46.67,-51.39,-11.61,-3.65
한창,005110,부동산,True,11.01,15.65,-36.46,45.89,-5.87,15.14
한창제지,009460,포장재,True,-2.3,5.6,7.39,6.39,14.96,12.99
한화,000880,생명보험,True,2.28,-0.22,3.24,2.72,8.28,12.69
한화생명,088350,생명보험,True,6.52,-0.22,0.59,2.72,11.11,12.69
한화손해보험,000370,손해보험,True,9.03,7.44,-0.38,2.54,-19.17,8.36
한화솔루션,009830,화학,True,0.87,9.18,6.12,4.62,-85.46,52.81
한화시스템,272210,우주항공과 국방,True,21.57,14.15,6.81,-5.6,16,21.24
한화에어로스페이스,012450,우주항공과 국방,True,14.37,14.15,3.19,-5.6,12.78,21.24
한화투자증권,003530,증권,True,-0.16,12.58,5.02,6.64,12.75,7.41
해성디에스,195870,반도체와 반도체 장비,True,11.36,11.5,10.41,4.21,9.94,18.62
해태제과식품,101530,식품,True,-4.52,10.85,3.47,3.99,-12.95,20.65
핸즈코퍼레이션,143210,자동차부품,True,-3.01,1.38,2.17,-1.62,28.11,33.75
현대건설,000720,건설,True,-2.82,8.53,4.25,1.03,11.22,7.02
현대건설기계,267270,기계,True,-,-,-,-,-,-
현대그린푸드,005440,식품과 기본식료품 소매,True,7.4,11.17,2.73,4.54,17.09,72.28
현대글로비스,086280,항공화물운송과 물류,True,6,4.94,4.6,1.37,12.88,20.34
현대로템,064350,기계,True,-6.25,8.28,-8.47,-8.38,-6.05,-24.04
현대리바트,079430,가구,True,18.93,27.33,2.38,4.83,12.93,21.84
현대모비스,012330,자동차부품,True,-0.19,1.38,4.75,-1.62,13.46,33.75
현대미포조선,010620,조선,True,-4.58,-3.94,2.68,-8.11,30.42,-26.88
현대백화점,069960,백화점과 일반상점,True,6.28,5,8.39,-12.69,13.21,-26.88
현대비앤지스틸,004560,비철금속,True,3.53,3.09,4.18,-5.78,8.63,21.5
현대약품,004310,제약,True,3.98,11.49,2.55,-258.49,101.85,123.4
현대에너지솔루션,322000,에너지 장비 및 서비스,True,263.93,33.72,4.95,-35.36,18.57,-72.19
현대에이치씨엔,126560,방송과엔터테인먼트,True,0.09,14.98,13.48,-19.88,10.38,-39.21
현대엘리베이터,017800,기계,True,2.11,8.28,7.68,-8.38,28.2,-24.04
현대오토에버,307950,IT서비스,True,5.57,9.32,5.23,-0.69,30.27,23.77
현대위아,011210,자동차부품,True,-1.22,1.38,1.29,-1.62,20.1,33.75
현대일렉트릭,267260,전기장비,True,-,-,-,-,-,-
현대자동차,005380,자동차,True,4.13,4.2,2.29,-5.63,33,41.72
현대제철,004020,철강,True,7.11,4.43,-0.67,0.86,-16.44,38.85
현대종합상사,011760,무역회사와 판매업체,True,6.21,0.51,1.04,0.53,6.79,9.56
현대중공업지주,267250,석유와 가스,True,-,-,-,-,-,-
현대차증권,001500,증권,True,8.33,12.58,15.42,6.64,4.96,7.41
현대코퍼레이션홀딩스,227840,식품과 기본식료품 소매,True,6.19,11.17,6.45,4.54,7.17,72.28
현대해상,001450,손해보험,True,3.15,7.44,2.33,2.54,7.14,8.36
현대홈쇼핑,057050,인터넷과 카탈로그 소매,True,31.55,9.76,5.49,25.67,11.43,21.07
형지엘리트,093240,"섬유, 의류, 신발, 호화품",True,-5.3,5.16,0.95,0.07,113.27,29.35
혜인,003010,기계,True,7.33,8.28,3.26,-8.38,3708.58,-24.04
호전실업,111110,"섬유, 의류, 신발, 호화품",True,-0.77,5.16,0.45,0.07,-4.51,29.35
호텔신라,008770,"호텔, 레스토랑, 레저",True,15.45,10.8,-4.11,-70.8,-24.18,-41.62
화성산업,002460,건설,True,-2.98,8.53,9.52,1.03,5.57,7.02
화승알앤에이,013520,자동차부품,True,-1.34,1.38,1.11,-1.62,-14.6,33.75
화승엔터프라이즈,241590,"섬유, 의류, 신발, 호화품",True,23.35,5.16,6.9,0.07,16.15,29.35
화승인더스트리,006060,"섬유, 의류, 신발, 호화품",True,12.14,5.16,6.41,0.07,10.72,29.35
화신,010690,자동차부품,True,-2.33,1.38,-3.86,-1.62,-1.64,33.75
화인베스틸,133820,철강,True,-6.16,4.43,-8.57,0.86,-7.08,38.85
화천기계,010660,기계,True,-6.52,8.28,-6.59,-8.38,-9.07,-24.04
화천기공,000850,기계,True,5.71,8.28,-0.93,-8.38,28.46,-24.04
환인제약,016580,제약,True,4.03,11.49,14.22,-258.49,14.94,123.4
황금에스티,032560,비철금속,True,2.63,3.09,7.1,-5.78,4.76,21.5
효성,004800,복합기업,True,-34.36,3.68,3.74,5.86,60.16,22.85
효성 ITX,094280,상업서비스와 공급품,True,4.49,13.39,3.42,8.49,21.6,24.72
효성중공업,298040,전기장비,True,-,-,-,-,-,-
효성첨단소재,298050,화학,True,-,-,-,-,-,-
효성티앤씨,298020,"섬유, 의류, 신발, 호화품",True,-,-,-,-,-,-
효성화학,298000,화학,True,-,-,-,-,-,-
후성,093370,화학,True,9.03,9.18,0.87,4.62,-664.58,52.81
휠라홀딩스,081660,"섬유, 의류, 신발, 호화품",True,52.8,5.16,11.07,0.07,14.83,29.35
휴니드테크놀러지스,005870,우주항공과 국방,True,2.85,14.15,-5.88,-5.6,-13.78,21.24
휴비스,079980,"섬유, 의류, 신발, 호화품",True,-3.44,5.16,3.43,0.07,10.48,29.35
휴스틸,005010,철강,True,13.84,4.43,-6.19,0.86,-2.88,38.85
휴켐스,069260,화학,True,3.32,9.18,14.95,4.62,16.12,52.81
흥국화재,000540,손해보험,True,-0.52,7.44,0.5,2.54,7.69,8.36
흥아해운,003280,해운사,True,-50.29,2.28,-5.25,16.25,-1.12,62.29
3S,060310,기계,False,-5.16,8.28,-4.88,-8.38,-35.03,-24.04
APS홀딩스,054620,디스플레이장비 및 부품,False,-1.56,0.55,-43.91,-4.9,-35.39,84.28
AP시스템,265520,디스플레이장비 및 부품,False,-,-,-,-,-,-
AP위성,211270,핸드셋,False,22.41,3.39,8.65,-7.02,464.28,102.66
CJ ENM,035760,방송과엔터테인먼트,False,19.72,14.98,6.31,-19.88,49.99,-39.21
CJ프레시웨이,051500,식품과 기본식료품 소매,False,9.48,11.17,0.62,4.54,-9.73,72.28
CMG제약,058820,제약,False,21.15,11.49,3.59,-258.49,216.39,123.4
CNH,023460,기타금융,False,28.86,5.74,4.95,-81.86,15.77,6.77
CS,065770,통신장비,False,-12.8,16.58,-2.23,-6.07,-283.31,-127.81
CSA 코스믹,083660,화장품,False,23.07,25.83,-4.74,-28.75,-24.37,63.53
DB금융스팩7호,322780,창업투자,False,-,-,-,-,-,-
DMS,068790,디스플레이장비 및 부품,False,-7.62,0.55,13.33,-4.9,12.99,84.28
DSC인베스트먼트,241520,창업투자,False,56.67,22.75,18.74,3.1,9.68,27.48
EDGC,245620,생명과학 도구 및 서비스,False,244.03,19.79,-17.32,-2011.32,-46.87,48.68
EG,037370,무역회사와 판매업체,False,-22.92,0.51,-3.39,0.53,-47.96,9.56
EMW,079190,핸드셋,False,-10.73,3.39,-21.15,-7.02,-13.49,102.66
GH신소재,130500,자동차부품,False,6.87,1.38,-1.31,-1.62,126.04,33.75
GRT,900290,디스플레이장비 및 부품,False,12.89,0.55,19.49,-4.9,1.23,84.28
GST,083450,반도체와 반도체 장비,False,22.81,11.5,12.02,4.21,8.27,18.62
GS홈쇼핑,028150,인터넷과 카탈로그 소매,False,3.87,9.76,9.77,25.67,8.62,21.07
GV,045890,디스플레이장비 및 부품,False,-8.14,0.55,-47.33,-4.9,-1.46,84.28
HB테크놀러지,078150,디스플레이장비 및 부품,False,1.23,0.55,6.08,-4.9,9.38,84.28
HRS,036640,화학,False,5.7,9.18,13.33,4.62,9.77,52.81
IBKS제10호스팩,299170,창업투자,False,-,-,-,-,-,-
IBKS제11호스팩,335890,창업투자,False,-,-,-,-,-,-
IBKS제12호스팩,335870,창업투자,False,-,-,-,-,-,-
IBKS제13호스팩,351340,창업투자,False,-,-,-,-,-,-
IBKS제14호스팩,351320,창업투자,False,-,-,-,-,-,-
ISC,095340,반도체와 반도체 장비,False,-2.17,11.5,14.32,4.21,18.78,18.62
ITX-AI,099520,전자장비와 기기,False,9.13,9.27,-10.21,0.6,-13.89,51
JTC,950170,백화점과 일반상점,False,1.61,5,-219.45,-12.69,-2.97,-26.88
JW신약,067290,제약,False,7.13,11.49,1.86,-258.49,-142.03,123.4
JYP Ent.,035900,방송과엔터테인먼트,False,28.27,14.98,32.23,-19.88,41.59,-39.21
KBI메탈,024840,전기장비,False,11.35,6.05,3.23,2.18,5.09,-82.91
KB오토시스,024120,자동차부품,False,-4.06,1.38,4.17,-1.62,15.61,33.75
KCC건설,021320,건설,False,13.59,8.53,3.89,1.03,5.31,7.02
KCI,036670,화학,False,16.27,9.18,22.1,4.62,8.76,52.81
KD,044180,건설,False,31.54,8.53,-160.29,1.03,-2.11,7.02
KG ETS,151860,복합 유틸리티,False,19.04,15.15,11.61,5.59,1.3,5.24
KG모빌리언스,046440,IT서비스,False,12.03,9.32,17.28,-0.69,24.2,23.77
KG이니시스,035600,IT서비스,False,25.99,9.32,10.23,-0.69,12.2,23.77
KH바텍,060720,핸드셋,False,-18.65,3.39,4.53,-7.02,-41.01,102.66
KMH,122450,방송과엔터테인먼트,False,18.41,14.98,19.8,-19.88,30.43,-39.21
KMH하이텍,052900,반도체와 반도체 장비,False,7.93,11.5,10.27,4.21,39.59,18.62
KNN,058400,방송과엔터테인먼트,False,4.78,14.98,7.05,-19.88,48.87,-39.21
KPX생명과학,114450,제약,False,-4.58,11.49,0.14,-258.49,620.01,123.4
KTH,036030,인터넷과 카탈로그 소매,False,17.49,9.76,3.57,25.67,-28.84,21.07
KT서브마린,060370,건설,False,-13.06,8.53,4.06,1.03,48.74,7.02
MP그룹,065150,"호텔, 레스토랑, 레저",False,-10.09,10.8,-8.83,-70.8,-79.25,-41.62
MP한강,219550,화장품,False,-1.29,25.83,-15.24,-28.75,-19.6,63.53
NEW,160550,방송과엔터테인먼트,False,5.87,14.98,-3.3,-19.88,-8.17,-39.21
NE능률,053290,교육서비스,False,16.53,7.93,-9.41,-8.86,-16.44,-26.12
NHN벅스,104200,방송과엔터테인먼트,False,5.13,14.98,3.6,-19.88,70.88,-39.21
NHN한국사이버결제,060250,IT서비스,False,19.97,9.32,6.62,-0.69,59.42,23.77
NICE평가정보,030190,상업서비스와 공급품,False,5.95,13.39,12.89,8.49,31.04,24.72
OQP,078590,자동차부품,False,18.21,1.38,2.42,-1.62,-4.6,33.75
PI첨단소재,178920,화학,False,13.48,9.18,19.87,4.62,29.06,52.81
PN풍년,024940,가정용 기기와 용품,False,-10.5,5.66,0.11,1.6,18.51,17.42
RFHIC,218410,통신장비,False,-,-,-,-,-,-
S&K폴리텍,091340,전자장비와 기기,False,74.67,9.27,3.57,0.6,6.18,51
SBI인베스트먼트,019550,창업투자,False,11.96,22.75,33.37,3.1,14.77,27.48
SBI핀테크솔루션즈,950110,IT서비스,False,3.37,9.32,14.38,-0.69,20.02,23.77
SBS콘텐츠허브,046140,방송과엔터테인먼트,False,-14.32,14.98,1.51,-19.88,85.41,-39.21
SCI평가정보,036120,상업서비스와 공급품,False,14.22,13.39,15.73,8.49,24.9,24.72
SDN,099220,에너지 장비 및 서비스,False,21.55,33.72,2.51,-35.36,34.38,-72.19
SFA반도체,036540,반도체와 반도체 장비,False,11.12,11.5,6.59,4.21,41.38,18.62
SG,255220,건축자재,False,12.34,4.02,6.15,-0.13,-50.83,39.49
SG&G,040610,자동차부품,False,-7.99,1.38,0.03,-1.62,-1.52,33.75
SGA,049470,소프트웨어,False,-9.32,9.35,-10.27,2.33,-2.63,163.9
SGA솔루션즈,184230,소프트웨어,False,-3.09,9.35,-10.34,2.33,-1.56,163.9
SK4호스팩,307070,창업투자,False,-,-,-,-,-,-
SK5호스팩,337450,창업투자,False,-,-,-,-,-,-
SK6호스팩,340350,창업투자,False,-,-,-,-,-,-
SKC 솔믹스,057500,반도체와 반도체 장비,False,13.69,11.5,3.84,4.21,416.63,18.62
SK머티리얼즈,036490,디스플레이장비 및 부품,False,18.72,0.55,25.46,-4.9,21.24,84.28
SM C&C,048550,광고,False,20.44,17.36,-0.56,15.59,2092.95,17.94
SM Life Design,063440,방송과엔터테인먼트,False,48.16,14.98,-8.12,-19.88,-20.01,-39.21
SNK,950180,게임엔터테인먼트,False,-,-,-,-,-,-
SV인베스트먼트,289080,창업투자,False,2.37,22.75,-20.41,3.1,-226.55,27.48
THE E&M,089230,양방향미디어와서비스,False,42.92,21.26,7.2,-21.8,-26.62,115.6
THE MIDONG,161570,자동차부품,False,-4.84,1.38,-9.74,-1.62,-9.22,33.75
TJ미디어,032540,전자제품,False,-1.09,0.89,4.02,-61.35,11.01,24.63
TPC,048770,기계,False,3.07,8.28,1.39,-8.38,-78.92,-24.04
TS인베스트먼트,246690,창업투자,False,42.95,22.75,41.86,3.1,16.24,27.48
UCI,038340,교육서비스,False,-6.87,7.93,-43.04,-8.86,-7.01,-26.12
WI,073570,반도체와 반도체 장비,False,71.54,11.5,4.48,4.21,52.73,18.62
W홀딩컴퍼니,052300,건축제품,False,1.56,3.76,-8.02,-0.73,-7.85,-57.39
YBM넷,057030,교육서비스,False,-3.19,7.93,-0.02,-8.86,947.52,-26.12
YTN,040300,방송과엔터테인먼트,False,0.01,14.98,-0.83,-19.88,29.3,-39.21
YW,051390,판매업체,False,-13.33,-15.89,17.27,-209.8,17.87,-42.01
iMBC,052220,방송과엔터테인먼트,False,-8.47,14.98,3.87,-19.88,25.71,-39.21
가비아,079940,IT서비스,False,13.22,9.32,16.58,-0.69,14.62,23.77
가온미디어,078890,전자제품,False,11.22,0.89,2.99,-61.35,12.43,24.63
감마누,192410,통신장비,False,27.07,16.58,-29.09,-6.07,-10.61,-127.81
강스템바이오텍,217730,생물공학,False,92.42,29.47,-324.17,-688.98,-7.2,-67.12
강원,114190,기계,False,0.21,8.28,-46.88,-8.38,-1.25,-24.04
갤럭시아머니트리,094480,IT서비스,False,16.68,9.32,10.47,-0.69,16.92,23.77
게임빌,063080,게임엔터테인먼트,False,-9.46,37.78,5.49,-22.21,11.8,31.48
경남바이오파마,044480,가정용품,False,34.71,9.47,-0.69,6.25,-2.33,13.16
경남스틸,039240,철강,False,6.22,4.43,1.37,0.86,15.75,38.85
경남제약,053950,제약,False,4.06,11.49,-2.43,-258.49,-74.17,123.4
경남제약헬스케어,223310,전자제품,False,-34.93,0.89,-48.09,-61.35,-11.77,24.63
경동제약,011040,제약,False,3.63,11.49,11.76,-258.49,15.79,123.4
경창산업,024910,자동차부품,False,-6.29,1.38,-2.18,-1.62,-1.07,33.75
고려시멘트,198440,건축자재,False,-,-,-,-,-,-
고려신용정보,049720,상업서비스와 공급품,False,11.12,13.39,6.83,8.49,11.26,24.72
고려제약,014570,제약,False,0.13,11.49,11.37,-258.49,16.04,123.4
고영,098460,전자장비와 기기,False,8.93,9.27,8.76,0.6,107.72,51
골드퍼시픽,038530,"섬유, 의류, 신발, 호화품",False,6.56,5.16,-4.94,0.07,-2.3,29.35
골든센츄리,900280,자동차부품,False,7.53,1.38,25.61,-1.62,2.22,33.75
골프존,215000,게임엔터테인먼트,False,4.42,37.78,13.03,-22.21,25.17,31.48
골프존뉴딘홀딩스,121440,레저용 장비와 제품,False,1.89,-0.98,3.96,-7.84,-19.42,-20.44
광림,014200,기계,False,18.66,8.28,-0.1,-8.38,-22.36,-24.04
광진실업,026910,철강,False,3.98,4.43,-6.07,0.86,-6.87,38.85
광진윈텍,090150,자동차부품,False,-3.4,1.38,2.54,-1.62,36.24,33.75
교보10호기업인수목적,355150,창업투자,False,-,-,-,-,-,-
교보8호스팩,307280,창업투자,False,-,-,-,-,-,-
교보9호스팩,331520,창업투자,False,-,-,-,-,-,-
구영테크,053270,자동차부품,False,15.89,1.38,-2.42,-1.62,-39.72,33.75
국보디자인,066620,건설,False,10.13,8.53,5.97,1.03,5.35,7.02
국순당,043650,음료,False,13.57,1.64,-1.76,1.96,-549.86,173.11
국영지앤엠,006050,건축제품,False,12.37,3.76,1.08,-0.73,97.63,-57.39
국일신동,060480,비철금속,False,1.09,3.09,-5.23,-5.78,-44.86,21.5
국일제지,078130,종이와 목재,False,27.51,-1.93,0.95,-3.24,-32.04,28.47
그리티,204020,"섬유, 의류, 신발, 호화품",False,5.24,5.16,2.67,0.07,29.34,29.35
그린플러스,186230,비철금속,False,8.4,3.09,10.42,-5.78,50.23,21.5
글로벌에스엠,900070,자동차부품,False,-0.07,1.38,0.69,-1.62,44.34,33.75
글로벌텍스프리,204620,기타금융,False,13.24,5.74,-175.18,-81.86,8.87,6.77
글로본,019660,화장품,False,-,-,-,-,-,-
글로스퍼랩스,032860,철강,False,1.86,4.43,-5.03,0.86,-6.68,38.85
금강철강,053260,철강,False,1.74,4.43,1.27,0.86,13.11,38.85
금화피에스시,036190,건설,False,-3.77,8.53,13.89,1.03,5.21,7.02
기가레인,049080,반도체와 반도체 장비,False,2.77,11.5,-41.74,4.21,-2.56,18.62
기산텔레콤,035460,통신장비,False,4.26,16.58,0.37,-6.07,16.76,-127.81
까스텔바작,308100,"섬유, 의류, 신발, 호화품",False,-,-,-,-,-,-
나노,187790,화학,False,15.22,9.18,-16.65,4.62,-7.8,52.81
나노브릭,286750,화학,False,15.74,9.18,-2.96,4.62,-187.29,52.81
나노스,151910,핸드셋,False,9.87,3.39,-8.67,-7.02,-124.61,102.66
나노신소재,121600,화학,False,5.95,9.18,9.09,4.62,85.92,52.81
나노엔텍,039860,생명과학 도구 및 서비스,False,5.74,19.79,12.8,-2011.32,43.77,48.68
나노캠텍,091970,화학,False,-3.66,9.18,8.09,4.62,-2.87,52.81
나라엠앤디,051490,기계,False,6,8.28,2.65,-8.38,48.23,-24.04
나무가,190510,핸드셋,False,7.36,3.39,-0.78,-7.02,43.92,102.66
나무기술,242040,IT서비스,False,19.65,9.32,-3.11,-0.69,-24.89,23.77
나스미디어,089600,광고,False,18.71,17.36,22.08,15.59,13.98,17.94
나우IB,293580,창업투자,False,2.09,22.75,32.11,3.1,15.83,27.48
나이벡,138610,건강관리장비와 용품,False,24.57,16.26,-15.83,-217.95,-173.82,390.18
나이스디앤비,130580,상업서비스와 공급품,False,31.55,13.39,16.5,8.49,13.43,24.72
나이스정보통신,036800,상업서비스와 공급품,False,12.62,13.39,6.69,8.49,10.35,24.72
나인테크,267320,반도체와 반도체 장비,False,-,-,-,-,-,-
남화산업,111710,"호텔, 레스토랑, 레저",False,5.14,10.8,36.8,-70.8,66.68,-41.62
남화토건,091590,건설,False,-5.95,8.53,5.28,1.03,29.41,7.02
내츄럴엔도텍,168330,제약,False,0.12,11.49,-129.72,-258.49,-8.77,123.4
네스엠,056000,게임엔터테인먼트,False,-12.34,37.78,-20.23,-22.21,-10.59,31.48
네오셈,253590,반도체와 반도체 장비,False,-,-,-,-,-,-
네오오토,212560,자동차부품,False,-5.54,1.38,1.32,-1.62,10.1,33.75
네오위즈,095660,게임엔터테인먼트,False,10.03,37.78,17.13,-22.21,14.47,31.48
네오위즈홀딩스,042420,게임엔터테인먼트,False,7.98,37.78,15.77,-22.21,5.39,31.48
네오크레마,311390,식품과 기본식료품 소매,False,11.06,11.17,4.02,4.54,63.1,72.28
네오티스,085910,자동차부품,False,1.83,1.38,10.03,-1.62,31.13,33.75
네오팜,092730,화장품,False,25.25,25.83,25.69,-28.75,12.57,63.53
네오펙트,290660,건강관리장비와 용품,False,83.89,16.26,-88.78,-217.95,-2.4,390.18
네온테크,306620,반도체와 반도체 장비,False,2.29,11.5,5.21,4.21,116.86,18.62
네이블커뮤니케이션즈,153460,소프트웨어,False,-16.97,9.35,-30.68,2.33,-25.71,163.9
네이처셀,007390,음료,False,-4.86,1.64,-18.48,1.96,-171.7,173.11
네패스,033640,반도체와 반도체 장비,False,11.37,11.5,9.13,4.21,104.88,18.62
넥스턴,089140,기계,False,-24.16,8.28,-26.49,-8.38,86.88,-24.04
넥스트BT,065170,제약,False,-7.33,11.49,-6.25,-258.49,-47.71,123.4
넥스트아이,137940,디스플레이장비 및 부품,False,30.77,0.55,-3.87,-4.9,-18.67,84.28
넥스틴,348210,반도체와 반도체 장비,False,53.56,11.5,-18.73,4.21,-119.71,18.62
넥슨지티,041140,게임엔터테인먼트,False,-20.95,37.78,-24.16,-22.21,18.54,31.48
넵튠,217270,게임엔터테인먼트,False,-0.55,37.78,-43.19,-22.21,20.54,31.48
넷게임즈,225570,게임엔터테인먼트,False,-,-,-,-,-,-
노랑풍선,104620,"호텔, 레스토랑, 레저",False,8.38,10.8,-146.69,-70.8,-27.5,-41.62
노바렉스,194700,제약,False,27.3,11.49,11.34,-258.49,15.18,123.4
노바텍,285490,핸드셋,False,24.77,3.39,30.41,-7.02,18.86,102.66
노터스,278650,생명과학 도구 및 서비스,False,60.39,19.79,14.62,-2011.32,41.06,48.68
녹십자랩셀,144510,건강관리업체 및 서비스,False,10.92,36.39,-0.44,-396.21,1041.6,-55.03
녹십자셀,031390,생물공학,False,10.03,29.47,5.61,-688.98,543.4,-67.12
