title,code,sector,isKOSPI,saleGrowthRate,saleGrowthRateAvg,operatingMarginRate,operatingMarginRateAvg,crawledPER,crawledPERAvg
엔투텍,227950,반도체와 반도체 장비,False,38.7,11.5,-7.12,4.21,-15.15,18.62
엔피디,198080,핸드셋,False,27.84,3.39,4.33,-7.02,7.93,102.66
엔피케이,048830,화학,False,-1.2,9.18,-3.03,4.62,-12.57,52.81
엘디티,096870,디스플레이장비 및 부품,False,-3.05,0.55,-10.26,-4.9,-26.22,84.28
엘비세미콘,061970,반도체와 반도체 장비,False,42.24,11.5,9.77,4.21,18.81,18.62
엘아이에스,138690,디스플레이장비 및 부품,False,12.11,0.55,7.18,-4.9,12.51,84.28
엘앤씨바이오,290650,건강관리장비와 용품,False,35.1,16.26,27.4,-217.95,114.34,390.18
엘앤에프,066970,전기제품,False,7.85,17.99,0.42,2.73,-631.95,148.48
엘앤케이바이오,156100,건강관리장비와 용품,False,-9.21,16.26,-27.71,-217.95,-72.11,390.18
엘엠에스,073110,디스플레이장비 및 부품,False,12.86,0.55,-13.03,-4.9,-5.7,84.28
엘오티베큠,083310,반도체와 반도체 장비,False,6.59,11.5,5.34,4.21,24.52,18.62
엘이티,297890,디스플레이장비 및 부품,False,16.65,0.55,23.31,-4.9,15.23,84.28
엘컴텍,037950,핸드셋,False,-11.04,3.39,-3.47,-7.02,-22.22,102.66
엘티씨,170920,디스플레이장비 및 부품,False,9.04,0.55,3.67,-4.9,65.13,84.28
엠게임,058630,게임엔터테인먼트,False,7.25,37.78,21.4,-22.21,10.38,31.48
엠벤처투자,019590,창업투자,False,28.62,22.75,-59.14,3.1,-72.61,27.48
엠브레인,169330,IT서비스,False,11.04,9.32,11.23,-0.69,18.29,23.77
엠씨넥스,097520,핸드셋,False,45.39,3.39,6.32,-7.02,9.13,102.66
엠아이텍,179290,건강관리장비와 용품,False,25.89,16.26,14,-217.95,24.42,390.18
엠에스씨,009780,식품,False,3.24,10.85,9.84,3.99,7.22,20.65
엠에스오토텍,123040,자동차부품,False,19.44,1.38,2.2,-1.62,-5.8,33.75
엠젠플러스,032790,컴퓨터와 주변기기,False,0.4,7.43,-5.34,-12.33,-8.64,-42.73
엠케이전자,033160,반도체와 반도체 장비,False,5.7,11.5,12.5,4.21,85.79,18.62
엠투아이,347890,전자장비와 기기,False,12.75,9.27,26.99,0.6,22.81,51
엠투엔,033310,포장재,False,-2.24,5.6,-4.47,6.39,94.59,12.99
엠플러스,259630,전기제품,False,54.98,17.99,2.25,2.73,46.77,148.48
연우,115960,포장재,False,7.89,5.6,6.58,6.39,17.94,12.99
영림원소프트랩,060850,소프트웨어,False,14.53,9.35,11.24,2.33,29.22,163.9
영신금속,007530,자동차부품,False,0.71,1.38,-0.8,-1.62,-17.71,33.75
영우디에스피,143540,디스플레이장비 및 부품,False,-11.76,0.55,12.01,-4.9,6.08,84.28
영풍정밀,036560,기계,False,7.36,8.28,11.44,-8.38,9.19,-24.04
영화테크,265560,자동차부품,False,-10.12,1.38,-7.21,-1.62,-50.87,33.75
예림당,036000,항공사,False,22.68,15.13,-48.04,-51.39,-1.88,-3.65
예선테크,250930,디스플레이장비 및 부품,False,33.07,0.55,6.6,-4.9,26.36,84.28
예스24,053280,인터넷과 카탈로그 소매,False,8.18,9.76,0.49,25.67,-36.71,21.07
예스티,122640,반도체와 반도체 장비,False,0.42,11.5,-29.96,4.21,-8.52,18.62
오가닉티코스메틱,900300,화장품,False,23.11,25.83,5.26,-28.75,3.22,63.53
오공,045060,화학,False,2.01,9.18,6.25,4.62,10.52,52.81
오디텍,080520,반도체와 반도체 장비,False,-9.25,11.5,3.65,4.21,45.16,18.62
오로라,039830,레저용 장비와 제품,False,3.08,-0.98,3.24,-7.84,-123.71,-20.44
오르비텍,046120,우주항공과 국방,False,21.53,14.15,-5.38,-5.6,-34.99,21.24
오리엔탈정공,014940,조선,False,-10.74,-3.94,13.41,-8.11,6.83,-26.88
오리엔트정공,065500,자동차부품,False,11.09,1.38,-6.73,-1.62,-12.07,33.75
오리콤,010470,광고,False,7.03,17.36,1.69,15.59,14.17,17.94
오상자이엘,053980,소프트웨어,False,6.9,9.35,-2.21,2.33,98.23,163.9
오성첨단소재,052420,디스플레이장비 및 부품,False,13.99,0.55,5.99,-4.9,13.44,84.28
오션브릿지,241790,반도체와 반도체 장비,False,29.38,11.5,17.42,4.21,11.43,18.62
오스코텍,039200,생물공학,False,7.12,29.47,-428.31,-688.98,-142.77,-67.12
오스테오닉,226400,건강관리장비와 용품,False,18.9,16.26,-1.62,-217.95,-14.99,390.18
오스템,031510,자동차부품,False,-9.64,1.38,-2.15,-1.62,-6.15,33.75
오스템임플란트,048260,건강관리장비와 용품,False,17.92,16.26,8.8,-217.95,-46.98,390.18
오이솔루션,138080,통신장비,False,38.17,16.58,15.93,-6.07,18.87,-127.81
오킨스전자,080580,반도체와 반도체 장비,False,15.32,11.5,3.4,4.21,148.94,18.62
오텍,067170,가정용 기기와 용품,False,10.3,5.66,1.4,1.6,84.22,17.42
오파스넷,173130,IT서비스,False,13.28,9.32,4.46,-0.69,61.14,23.77
오픈베이스,049480,IT서비스,False,0.18,9.32,0.13,-0.69,109.2,23.77
올리패스,244460,화장품,False,802.48,25.83,-917.25,-28.75,-5.74,63.53
올릭스,226950,생물공학,False,42.35,29.47,-1850.4,-688.98,-31.65,-67.12
옴니시스템,057540,전자장비와 기기,False,10.49,9.27,-3.47,0.6,6.41,51
옵트론텍,082210,전자장비와 기기,False,20.05,9.27,6.9,0.6,19.17,51
옵티시스,109080,통신장비,False,4.76,16.58,13.42,-6.07,13.37,-127.81
옵티팜,153710,제약,False,-1.71,11.49,-16.16,-258.49,-162.49,123.4
와이솔,122990,핸드셋,False,-5.27,3.39,23.33,-7.02,25.47,102.66
와이아이케이,232140,반도체와 반도체 장비,False,-9.6,11.5,-8.79,4.21,408.33,18.62
와이엔텍,067900,해운사,False,19.31,2.28,32.06,16.25,8.76,62.29
와이엠씨,155650,디스플레이장비 및 부품,False,10.8,0.55,2.4,-4.9,38.22,84.28
와이엠티,251370,전자장비와 기기,False,24.12,9.27,21.56,0.6,17.83,51
와이오엠,066430,화학,False,58.5,9.18,1.78,4.62,-2.1,52.81
와이제이엠게임즈,193250,핸드셋,False,-2.65,3.39,-0.29,-7.02,-10.12,102.66
와이즈버즈,273060,광고,False,-,-,-,-,-,-
와이지-원,019210,기계,False,8.54,8.28,-2.18,-8.38,-10.11,-24.04
와이지엔터테인먼트,122870,방송과엔터테인먼트,False,-6.34,14.98,1.19,-19.88,-40.14,-39.21
와이팜,332570,핸드셋,False,80.73,3.39,9.54,-7.02,49.65,102.66
와토스코리아,079000,건축제품,False,1.14,3.76,-2.58,-0.73,49.54,-57.39
우노앤컴퍼니,114630,"섬유, 의류, 신발, 호화품",False,2.85,5.16,4.03,0.07,27.47,29.35
우리기술,032820,전자장비와 기기,False,1.19,9.27,-3.22,0.6,-142.64,51
우리기술투자,041190,창업투자,False,53.61,22.75,-6.43,3.1,50,27.48
우리넷,115440,통신장비,False,19.28,16.58,-5.93,-6.07,202.84,-127.81
우리로,046970,컴퓨터와 주변기기,False,39.8,7.43,-1,-12.33,-5.04,-42.73
우리바이오,082850,디스플레이장비 및 부품,False,2.94,0.55,2.75,-4.9,12.59,84.28
우리산업,215360,자동차부품,False,7.2,1.38,2.97,-1.62,34.89,33.75
우리산업홀딩스,072470,자동차부품,False,5.64,1.38,0.87,-1.62,-42.04,33.75
우리손에프앤지,073560,식품,False,6.45,10.85,9,3.99,11.72,20.65
우리이앤엘,153490,디스플레이장비 및 부품,False,-3.25,0.55,2.05,-4.9,33.88,84.28
우리조명,037400,디스플레이장비 및 부품,False,2.77,0.55,2.78,-4.9,7.65,84.28
우림기계,101170,기계,False,6.71,8.28,1.03,-8.38,32.67,-24.04
우수AMS,066590,자동차부품,False,1.5,1.38,-2.41,-1.62,-30.99,33.75
우양,103840,식품,False,12.32,10.85,5.56,3.99,15.08,20.65
우원개발,046940,건설,False,11.9,8.53,8.02,1.03,5.73,7.02
우정바이오,215380,생명과학 도구 및 서비스,False,14.56,19.79,-2.25,-2011.32,66.74,48.68
우주일렉트로,065680,핸드셋,False,-4.31,3.39,8.32,-7.02,30.13,102.66
우진비앤지,018620,제약,False,6.52,11.49,1.84,-258.49,-8.35,123.4
원방테크,053080,기계,False,19.76,8.28,8.46,-8.38,13.51,-24.04
원익,032940,건강관리장비와 용품,False,11.73,16.26,5.65,-217.95,6.03,390.18
원익IPS,240810,반도체와 반도체 장비,False,39.96,11.5,5.41,4.21,30.94,18.62
원익QnC,074600,반도체와 반도체 장비,False,23.71,11.5,10.17,4.21,15.62,18.62
원익머트리얼즈,104830,화학,False,8.06,9.18,16.59,4.62,15.25,52.81
원익큐브,014190,화학,False,-0.62,9.18,0.42,4.62,9.05,52.81
원익홀딩스,030530,반도체와 반도체 장비,False,15.19,11.5,13.17,4.21,10.18,18.62
원일특강,012620,철강,False,7.42,4.43,2.75,0.86,4.22,38.85
원풍,008370,화학,False,-0.98,9.18,7.65,4.62,12.7,52.81
원풍물산,008290,"섬유, 의류, 신발, 호화품",False,-4.21,5.16,-7.91,0.07,-25.61,29.35
월덱스,101160,반도체와 반도체 장비,False,19.13,11.5,22.2,4.21,10.34,18.62
웨이브일렉트로,095270,통신장비,False,-5.87,16.58,-40.73,-6.07,-2.32,-127.81
웰크론,065950,건설,False,15.94,8.53,0.76,1.03,-41.12,7.02
웰크론한텍,076080,기계,False,26.95,8.28,-1.75,-8.38,-20.1,-24.04
웹스,196700,화학,False,1.49,9.18,-3.25,4.62,-15.42,52.81
웹젠,069080,게임엔터테인먼트,False,-7.16,37.78,32.35,-22.21,19.63,31.48
웹케시,053580,소프트웨어,False,-12.65,9.35,18.08,2.33,46.88,163.9
위니아딤채,071460,가정용 기기와 용품,False,18.88,5.66,2.39,1.6,6.24,17.42
위닉스,044340,가정용 기기와 용품,False,21.91,5.66,8.89,1.6,15.3,17.42
위더스제약,330350,제약,False,1.9,11.49,18.58,-258.49,23.46,123.4
위메이드,112040,게임엔터테인먼트,False,1.72,37.78,-16.03,-22.21,-49.51,31.48
위세아이텍,065370,IT서비스,False,4.78,9.32,14.77,-0.69,29.23,23.77
위즈코프,038620,석유와 가스,False,7.43,7.14,3.49,-10.84,52.29,-9.37
위지윅스튜디오,299900,방송과엔터테인먼트,False,249.94,14.98,0.57,-19.88,-162.98,-39.21
위지트,036090,디스플레이장비 및 부품,False,-0.58,0.55,-9.87,-4.9,-57.22,84.28
윈스,136540,소프트웨어,False,3.73,9.35,21.67,2.33,11.01,163.9
윈텍,320000,전자장비와 기기,False,-,-,-,-,-,-
윈팩,097800,반도체와 반도체 장비,False,41.26,11.5,9.53,4.21,6.07,18.62
윈하이텍,192390,건축제품,False,9.41,3.76,-12.6,-0.73,-10.92,-57.39
윌링스,313760,에너지 장비 및 서비스,False,-4.46,33.72,-1.03,-35.36,62.2,-72.19
윙입푸드,900340,식품,False,13.69,10.85,13.9,3.99,7.57,20.65
유니셈,036200,반도체와 반도체 장비,False,15.76,11.5,16.43,4.21,7.74,18.62
유니슨,018000,기계,False,13.08,8.28,-36.84,-8.38,-77.23,-24.04
유니온커뮤니티,203450,전자장비와 기기,False,0.35,9.27,5.68,0.6,18.56,51
유니크,011320,자동차부품,False,-4.06,1.38,-2.09,-1.62,-93.99,33.75
유니테스트,086390,반도체와 반도체 장비,False,19.31,11.5,0.88,4.21,40.4,18.62
유니테크노,241690,자동차부품,False,6.3,1.38,5.93,-1.62,27.1,33.75
유니트론텍,142210,반도체와 반도체 장비,False,24.09,11.5,3.94,4.21,8.56,18.62
유라테크,048430,자동차부품,False,-1.23,1.38,0.5,-1.62,34.42,33.75
유바이오로직스,206650,생물공학,False,89.7,29.47,4.58,-688.98,8966.75,-67.12
유비벨록스,089850,통신장비,False,42.56,16.58,5.17,-6.07,8.26,-127.81
유비케어,032620,건강관리기술,False,17.55,9.54,10.93,-293.38,78.03,-3682.05
유비쿼스,264450,통신장비,False,-,-,-,-,-,-
유비쿼스홀딩스,078070,통신장비,False,144.86,16.58,15.21,-6.07,62.73,-127.81
유성티엔에스,024800,도로와 철도운송,False,-6.69,-1.27,1.92,0.07,2.67,28.83
유신,054930,건설,False,3.19,8.53,-1.16,1.03,-482.97,7.02
유아이디,069330,디스플레이장비 및 부품,False,10.25,0.55,-22.13,-4.9,-0.94,84.28
유아이엘,049520,핸드셋,False,-2.76,3.39,-3.25,-7.02,-13.39,102.66
유안타제3호스팩,287410,창업투자,False,-,-,-,-,-,-
유안타제4호스팩,313750,창업투자,False,-,-,-,-,-,-
유안타제5호스팩,336060,창업투자,False,-,-,-,-,-,-
유안타제6호스팩,340360,창업투자,False,-,-,-,-,-,-
유앤아이,056090,건강관리장비와 용품,False,43.88,16.26,-17.83,-217.95,-5.21,390.18
유에스티,263770,철강,False,-,-,-,-,-,-
유진기업,023410,건축자재,False,10.7,4.02,9.79,-0.13,9.54,39.49
유진로봇,056080,가정용 기기와 용품,False,6.44,5.66,-23.6,1.6,-4.75,17.42
유진스팩4호,321260,창업투자,False,-,-,-,-,-,-
유진스팩5호,331380,창업투자,False,-,-,-,-,-,-
유진테크,084370,반도체와 반도체 장비,False,13.36,11.5,6.23,4.21,-165.25,18.62
유테크,178780,핸드셋,False,15.24,3.39,-22.49,-7.02,-49.42,102.66
유티아이,179900,핸드셋,False,17.51,3.39,-3.04,-7.02,-219.64,102.66
유틸렉스,263050,생물공학,False,-,-,-,-,-,-
육일씨엔에쓰,191410,핸드셋,False,12.52,3.39,-27.38,-7.02,-2.27,102.66
율호,072770,IT서비스,False,1.58,9.32,1.7,-0.69,109.95,23.77
이건홀딩스,039020,건축제품,False,42.38,3.76,2.77,-0.73,-43.02,-57.39
이그잭스,060230,전자장비와 기기,False,-7.17,9.27,4.23,0.6,-19.89,51
이글루시큐리티,067920,소프트웨어,False,9.15,9.35,0.2,2.33,23.46,163.9
이글벳,044960,제약,False,6.07,11.49,5.76,-258.49,73.27,123.4
이노메트리,302430,전기제품,False,25.42,17.99,12.26,2.73,43.77,148.48
이노와이어리스,073490,통신장비,False,22.48,16.58,17.88,-6.07,26.67,-127.81
이노와이즈,086250,자동차부품,False,-20.74,1.38,-85.79,-1.62,-1.8,33.75
이노인스트루먼트,215790,통신장비,False,-,-,-,-,-,-
이노테라피,246960,건강관리장비와 용품,False,90.29,16.26,-557.18,-217.95,-26.15,390.18
이녹스,088390,레저용 장비와 제품,False,-7.51,-0.98,-8,-7.84,-10.35,-20.44
이녹스첨단소재,272290,전자장비와 기기,False,-,-,-,-,-,-
이니텍,053350,소프트웨어,False,7.56,9.35,1.08,2.33,-8.19,163.9
이더블유케이,258610,기계,False,-10.52,8.28,-4.24,-8.38,-234.91,-24.04
이디티,215090,우주항공과 국방,False,1.54,14.15,-17.62,-5.6,-4.84,21.24
이라이콤,041520,디스플레이장비 및 부품,False,-3.26,0.55,2.01,-4.9,13.42,84.28
이랜시스,264850,전자장비와 기기,False,15.51,9.27,7.84,0.6,27.54,51
이랜텍,054210,핸드셋,False,6.58,3.39,1.61,-7.02,-6.77,102.66
이루다,164060,건강관리장비와 용품,False,27.72,16.26,16.43,-217.95,35.04,390.18
이루온,065440,IT서비스,False,-2.04,9.32,-0.96,-0.69,-1256.77,23.77
이매진아시아,036260,방송과엔터테인먼트,False,-26.61,14.98,-49.43,-19.88,-7.38,-39.21
이미지스,115610,핸드셋,False,-25.06,3.39,-33.85,-7.02,-2.4,102.66
이베스트스팩5호,349720,창업투자,False,-,-,-,-,-,-
이베스트이안스팩1호,323210,창업투자,False,-,-,-,-,-,-
이베스트투자증권,078020,증권,False,18.24,12.58,5.6,6.64,6.09,7.41
이상네트웍스,080010,인터넷과 카탈로그 소매,False,14.48,9.76,2.83,25.67,5.33,21.07
이수앱지스,086890,제약,False,3.32,11.49,-82,-258.49,-10.55,123.4
이스트소프트,047560,소프트웨어,False,10.92,9.35,0.06,2.33,-31.97,163.9
이스트아시아홀딩스,900110,"섬유, 의류, 신발, 호화품",False,-5.5,5.16,-8.76,0.07,-157.74,29.35
이씨에스,067010,IT서비스,False,8.12,9.32,5.79,-0.69,13.23,23.77
이에스에이,052190,방송과엔터테인먼트,False,26.78,14.98,-150.5,-19.88,-0.87,-39.21
이엑스티,226360,건축자재,False,2.09,4.02,9.13,-0.13,-5.04,39.49
이엔드디,101360,자동차부품,False,30.64,1.38,16.79,-1.62,40.31,33.75
이엔에프테크놀로지,102710,화학,False,13.19,9.18,15.17,4.62,11.82,52.81
이엘피,063760,디스플레이장비 및 부품,False,6.51,0.55,12.59,-4.9,6.53,84.28
이엠넷,123570,광고,False,10.35,17.36,16.54,15.59,17.4,17.94
이엠앤아이,083470,핸드셋,False,-61.01,3.39,-7.02,-7.02,1.07,102.66
이엠코리아,095190,기계,False,-6.13,8.28,-9.55,-8.38,-13.93,-24.04
이엠텍,091120,핸드셋,False,5.5,3.39,-12.04,-7.02,-15.36,102.66
이오테크닉스,039030,반도체와 반도체 장비,False,-12.46,11.5,7.48,4.21,56.36,18.62
이오플로우,294090,건강관리장비와 용품,False,-,-,-,-,-,-
이원컴포텍,088290,자동차부품,False,8.66,1.38,-0.9,-1.62,69.65,33.75
이즈미디어,181340,핸드셋,False,15.92,3.39,-38.94,-7.02,-3.02,102.66
이지바이오,353810,식품,False,-,-,-,-,-,-
이지웰,090850,상업서비스와 공급품,False,16.31,13.39,13.02,8.49,32.42,24.72
이지케어텍,099750,건강관리기술,False,6.92,9.54,-7.53,-293.38,-41.62,-3682.05
이지홀딩스,035810,식품,False,4.84,10.85,2.38,3.99,3.38,20.65
이큐셀,160600,디스플레이장비 및 부품,False,-28.77,0.55,-42.26,-4.9,-0.52,84.28
이크레더블,092130,상업서비스와 공급품,False,9.12,13.39,33.36,8.49,20.26,24.72
이테크건설,016250,건설,False,12.54,8.53,5.77,1.03,17.66,7.02
이트론,096040,전자장비와 기기,False,6.26,9.27,-1.69,0.6,-13.09,51
이퓨쳐,134060,교육서비스,False,7.82,7.93,3.26,-8.86,112.86,-26.12
이화공영,001840,건설,False,-5.7,8.53,0.68,1.03,122.22,7.02
이화전기,024810,전기장비,False,7.51,6.05,-14.17,2.18,-13.72,-82.91
인바디,041830,건강관리장비와 용품,False,13.6,16.26,16.48,-217.95,17.66,390.18
인베니아,079950,디스플레이장비 및 부품,False,-1.19,0.55,0.51,-4.9,-9.36,84.28
인산가,277410,식품,False,-,-,-,-,-,-
인선이엔티,060150,상업서비스와 공급품,False,10.72,13.39,23.53,8.49,14.24,24.72
인성정보,033230,통신장비,False,-0.8,16.58,1.12,-6.07,-9.94,-127.81
인지디스플레,037330,디스플레이장비 및 부품,False,12.69,0.55,4.48,-4.9,19.96,84.28
인콘,083640,전자장비와 기기,False,-5.21,9.27,-2.52,0.6,-6.92,51
인크로스,216050,광고,False,3.09,17.36,36.12,15.59,36.37,17.94
인탑스,049070,핸드셋,False,15.16,3.39,6.76,-7.02,14.01,102.66
인터로조,119610,건강관리장비와 용품,False,7.89,16.26,24.81,-217.95,13,390.18
인터엠,017250,전자장비와 기기,False,-0.99,9.27,-11.21,0.6,-3.01,51
인터파크,035080,인터넷과 카탈로그 소매,False,-3.91,9.76,0.45,25.67,-8.45,21.07
인터플렉스,051370,전자장비와 기기,False,-8.63,9.27,-10.06,0.6,-7.11,51
인텍플러스,064290,반도체와 반도체 장비,False,34.3,11.5,7.52,4.21,32.39,18.62
인텔리안테크,189300,통신장비,False,14.89,16.58,1.46,-6.07,61.63,-127.81
인트로메딕,150840,건강관리장비와 용품,False,1.58,16.26,-130.43,-217.95,-4.73,390.18
인트론바이오,048530,생명과학 도구 및 서비스,False,-6.53,19.79,-24.98,-2011.32,164.92,48.68
인포마크,175140,핸드셋,False,5.72,3.39,-24.23,-7.02,-3.42,102.66
인포바인,115310,IT서비스,False,-2.79,9.32,45.03,-0.69,7.68,23.77
인포뱅크,039290,IT서비스,False,2.87,9.32,0.69,-0.69,92.25,23.77
인프라웨어,041020,소프트웨어,False,16.85,9.35,-35.52,2.33,-18.16,163.9
인피니트헬스케어,071200,건강관리기술,False,1.27,9.54,7.73,-293.38,32.37,-3682.05
인화정공,101930,조선,False,10.52,-3.94,1.62,-8.11,27.17,-26.88
일신바이오,068330,생명과학 도구 및 서비스,False,13.7,19.79,23.3,-2011.32,65.57,48.68
일야,058450,핸드셋,False,-25.79,3.39,3.52,-7.02,-2.41,102.66
일지테크,019540,자동차부품,False,-17.73,1.38,-12.01,-1.62,-13.81,33.75
일진파워,094820,건설,False,11.25,8.53,8.24,1.03,6.28,7.02
잉글우드랩,950140,화장품,False,18.96,25.83,4.56,-28.75,49.47,63.53
잉크테크,049550,컴퓨터와 주변기기,False,-7.04,7.43,-2.44,-12.33,-21.87,-42.73
자비스,254120,기계,False,6.1,8.28,-3.39,-8.38,-40.02,-24.04
자안,221610,화학,False,-7.46,9.18,-46.13,4.62,-9.95,52.81
자연과환경,043910,상업서비스와 공급품,False,46.35,13.39,-3.36,8.49,-16.22,24.72
자이글,234920,가정용 기기와 용품,False,-33.72,5.66,-18.24,1.6,-3.42,17.42
장원테크,174880,핸드셋,False,-2.15,3.39,-41.11,-7.02,-1.41,102.66
재영솔루텍,049630,핸드셋,False,-1.33,3.39,1.2,-7.02,168.35,102.66
전진바이오팜,110020,화학,False,-6.36,9.18,-40.59,4.62,-40.52,52.81
전파기지국,065530,무선통신서비스,False,-2.77,1.04,3.62,5.5,98.95,12.57
정다운,208140,식품,False,29.63,10.85,-0.76,3.99,-80.99,20.65
정산애강,022220,건축제품,False,0.99,3.76,7.25,-0.73,23.67,-57.39
정상제이엘에스,040420,교육서비스,False,3.9,7.93,9.87,-8.86,20.7,-26.12
정원엔시스,045510,IT서비스,False,-2.74,9.32,0.57,-0.69,226.68,23.77
제낙스,065620,비철금속,False,-16.07,3.09,-281.14,-5.78,-5.96,21.5
제너셈,217190,반도체와 반도체 장비,False,27.55,11.5,-0.43,4.21,102.12,18.62
제넥신,095700,생물공학,False,-0.14,29.47,-684.49,-688.98,-757.61,-67.12
제넨바이오,072520,상업서비스와 공급품,False,49.19,13.39,-67.24,8.49,-13.01,24.72
제노레이,122310,건강관리장비와 용품,False,19.37,16.26,20.54,-217.95,10.12,390.18
제노포커스,187420,생물공학,False,28.58,29.47,-15.59,-688.98,-38.71,-67.12
제놀루션,225220,건강관리장비와 용품,False,38.1,16.26,3.75,-217.95,-490.04,390.18
제닉,123330,화장품,False,-16.47,25.83,-4.99,-28.75,-2.15,63.53
제로투세븐,159580,"섬유, 의류, 신발, 호화품",False,-0.42,5.16,2.68,0.07,41.11,29.35
제룡산업,147830,전기장비,False,-8.33,6.05,8.85,2.18,8.89,-82.91
제룡전기,033100,전기장비,False,4.28,6.05,10.48,2.18,14.33,-82.91
제우스,079370,반도체와 반도체 장비,False,3.61,11.5,2.43,4.21,17.79,18.62
제이브이엠,054950,건강관리장비와 용품,False,3.92,16.26,11.37,-217.95,29.04,390.18
제이스텍,090470,디스플레이장비 및 부품,False,-5.59,0.55,-2.51,-4.9,-44.47,84.28
제이씨케미칼,137950,에너지 장비 및 서비스,False,9.33,33.72,6.3,-35.36,29.97,-72.19
제이씨현시스템,033320,전자장비와 기기,False,3.3,9.27,3.25,0.6,36.24,51
제이앤티씨,204270,전자장비와 기기,False,8.25,9.27,24.72,0.6,7.22,51
제이에스티나,026040,"섬유, 의류, 신발, 호화품",False,-17.34,5.16,-37.08,0.07,-1.03,29.35
제이엔케이히터,126880,기계,False,16.26,8.28,7.7,-8.38,11.88,-24.04
제이엘케이,322510,건강관리기술,False,-25.56,9.54,-2243.76,-293.38,-17.52,-3682.05
제이엠아이,033050,디스플레이장비 및 부품,False,-14.36,0.55,-3.2,-4.9,-7.86,84.28
제이엠티,094970,디스플레이장비 및 부품,False,-4.78,0.55,-0.67,-4.9,555.63,84.28
제이웨이,058420,방송과엔터테인먼트,False,15.11,14.98,-38.8,-19.88,-2.51,-39.21
제이티,089790,반도체와 반도체 장비,False,23.79,11.5,9.7,4.21,34.09,18.62
제일바이오,052670,제약,False,-13.75,11.49,-1.03,-258.49,120.64,123.4
제일제강,023440,철강,False,-12.79,4.43,-18.57,0.86,-14.16,38.85
제일테크노스,038010,건축제품,False,4.91,3.76,0.64,-0.73,67.07,-57.39
제주반도체,080220,반도체와 반도체 장비,False,41.99,11.5,5.61,4.21,39.15,18.62
제테마,216080,건강관리장비와 용품,False,1.73,16.26,-80.71,-217.95,-29.15,390.18
젠큐릭스,229000,건강관리장비와 용품,False,-38.45,16.26,-4801.54,-217.95,-13.47,390.18
젬백스,082270,반도체와 반도체 장비,False,14.52,11.5,-2.53,4.21,-17.14,18.62
젬백스링크,064800,"섬유, 의류, 신발, 호화품",False,42.14,5.16,5.23,0.07,23.21,29.35
젬백스지오,041590,에너지 장비 및 서비스,False,-26.51,33.72,-4.72,-35.36,-1.8,-72.19
조광ILI,044060,기계,False,0.05,8.28,22.25,-8.38,20.46,-24.04
조아제약,034940,제약,False,6.73,11.49,-0.6,-258.49,-99.34,123.4
조이맥스,101730,게임엔터테인먼트,False,-1.09,37.78,-13.98,-22.21,-3.47,31.48
조이시티,067000,게임엔터테인먼트,False,12.46,37.78,14.11,-22.21,19.75,31.48
좋은사람들,033340,"섬유, 의류, 신발, 호화품",False,0.01,5.16,-12.29,0.07,-4.98,29.35
주성엔지니어링,036930,반도체와 반도체 장비,False,-1.13,11.5,3.21,4.21,133.36,18.62
줌인터넷,239340,양방향미디어와서비스,False,8.56,21.26,6.37,-21.8,-90.08,115.6
중앙백신,072020,제약,False,-4.6,11.49,13.48,-258.49,36.78,123.4
중앙에너비스,000440,석유와 가스,False,-10.49,7.14,0.59,-10.84,471.69,-9.37
지노믹트리,228760,건강관리장비와 용품,False,-19.92,16.26,-5562.92,-217.95,-30.27,390.18
지니뮤직,043610,방송과엔터테인먼트,False,27.46,14.98,3.63,-19.88,31.26,-39.21
지니언스,263860,소프트웨어,False,6.53,9.35,1.23,2.33,20.62,163.9
지니틱스,303030,반도체와 반도체 장비,False,-,-,-,-,-,-
지란지교시큐리티,208350,소프트웨어,False,45.77,9.35,-11.78,2.33,22.05,163.9
지스마트글로벌,114570,디스플레이장비 및 부품,False,-48.45,0.55,-337.74,-4.9,-0.11,84.28
지어소프트,051160,식품과 기본식료품 소매,False,35.5,11.17,2.17,4.54,42.82,72.28
지에스이,053050,가스 유틸리티,False,9.4,2.74,3.52,2.41,11.73,32.62
지엔씨에너지,119850,전기장비,False,13.08,6.05,3.12,2.18,22.34,-82.91
지엔원에너지,270520,에너지 장비 및 서비스,False,-,-,-,-,-,-
지엔코,065060,"섬유, 의류, 신발, 호화품",False,8.57,5.16,-11.19,0.07,-4.19,29.35
지엘팜텍,204840,제약,False,31.78,11.49,-71.06,-258.49,-10.14,123.4
지와이커머스,111820,인터넷과 카탈로그 소매,False,-53.65,9.76,423.75,25.67,1.33,21.07
지트리비앤티,115450,제약,False,49.32,11.49,-26.36,-258.49,-39.11,123.4
지티지웰니스,219750,건강관리장비와 용품,False,12.37,16.26,-45.71,-217.95,-5.31,390.18
진로발효,018120,음료,False,0.61,1.64,19.85,1.96,12.49,173.11
진매트릭스,109820,생물공학,False,-0.19,29.47,-3.64,-688.98,111.67,-67.12
진바이오텍,086060,제약,False,1.54,11.49,1.05,-258.49,58.89,123.4
진성티이씨,036890,기계,False,25.99,8.28,7.74,-8.38,14.23,-24.04
진양제약,007370,제약,False,9.43,11.49,0.76,-258.49,98.23,123.4
차바이오텍,085660,생물공학,False,5.97,29.47,2.04,-688.98,-130.45,-67.12
참좋은여행,094850,"호텔, 레스토랑, 레저",False,12.96,10.8,-359.19,-70.8,9.82,-41.62
