title,code,sector,isKOSPI,saleGrowthRate,saleGrowthRateAvg,operatingMarginRate,operatingMarginRateAvg,crawledPER,crawledPERAvg,debtRatio
파인디앤씨,049120,디스플레이장비 및 부품,False,-24.15,0.55,-4.44,-4.96,53.78,84.62,128.828
파인디지털,038950,전자제품,False,7.19,0.89,5.32,-61.35,7.96,24.76,19.242
파인테크닉스,106240,핸드셋,False,-14.69,3.39,-0.15,-7.02,-29.15,102.62,70.997
파인텍,131760,디스플레이장비 및 부품,False,-3.67,0.55,-8.15,-4.96,-16.89,84.62,92.032
파커스,065690,컴퓨터와 주변기기,False,16.42,7.43,-4.23,-12.44,-15.41,-50.84,42.617
파크시스템스,140860,전자장비와 기기,False,28.57,9.52,17.27,0.39,33.11,39.58,36.395
파트론,091700,핸드셋,False,16.6,3.39,4.1,-7.02,20.74,102.62,29.516
팍스넷,038160,IT서비스,False,-21.7,9.32,-119.62,-0.65,-2.41,23.68,496.871
판타지오,032800,방송과엔터테인먼트,False,6.19,14.98,-4.04,-19.87,-6.95,-34.19,51.759
팜스빌,318010,제약,False,24.09,11.49,23.73,-258.45,12.51,111.38,22.170
팜스토리,027710,식품,False,2.54,10.85,2.35,4.04,-39.38,19.05,279.777
패션플랫폼,225590,"섬유, 의류, 신발, 호화품",False,12.71,5.16,6.82,-0.15,8.14,26.53,35.958
팬스타엔터프라이즈,054300,자동차부품,False,9.81,1.38,-3.77,-1.59,-13.05,34.78,61.349
팬엔터테인먼트,068050,방송과엔터테인먼트,False,4.42,14.98,3.53,-19.87,77.56,-34.19,62.152
팬젠,222110,생물공학,False,25.39,29.47,-155.16,-688.98,-13.25,-67.3,112.103
펄어비스,263750,게임엔터테인먼트,False,79.46,37.78,33.34,-22.21,16.55,31.52,47.261
펌텍코리아,251970,포장재,False,17.91,5.6,14.59,5.88,9.1,13.64,58.007
펩트론,087010,생물공학,False,-16.83,29.47,-738.12,-688.98,-10.64,-67.3,117.140
평화정공,043370,자동차부품,False,-3.8,1.38,-0.58,-1.59,14.45,34.78,59.689
포메탈,119500,기계,False,4.01,8.28,4.07,-8.39,18.73,-24.97,40.154
포비스티앤씨,016670,소프트웨어,False,-43.32,9.35,32.45,2.33,-8.16,165.38,79.116
포스링크,056730,전문소매,False,59.76,24.11,-87.5,-19.13,-3.8,-11.83,-999.347
포스코 ICT,022100,IT서비스,False,3.81,9.32,5.02,-0.65,29.58,23.68,84.405
포스코엠텍,009520,철강,False,2.7,4.43,4.8,0.84,18.6,39.86,43.415
포시에스,189690,소프트웨어,False,19.16,9.35,13.58,2.33,16.52,165.38,5.164
포인트엔지니어링,256630,디스플레이장비 및 부품,False,14.27,0.55,14.52,-4.96,25.68,84.62,35.301
포티스,141020,인터넷과 카탈로그 소매,False,-8.33,9.76,-162.59,25.67,-0.86,21.19,
푸드나무,290720,식품,False,42.58,10.85,6.96,4.04,27.41,19.05,11.937
푸드웰,005670,식품,False,9.98,10.85,4.38,4.04,21.83,19.05,80.339
푸른기술,094940,컴퓨터와 주변기기,False,7.16,7.43,-0.69,-12.44,1027.26,-50.84,24.362
푸른저축은행,007330,기타금융,False,2.82,5.74,39.33,-81.86,6.07,6.79,
풍강,093380,자동차부품,False,-1.92,1.38,0.69,-1.59,-65.81,34.78,44.875
풍국주정,023900,음료,False,7.86,1.64,7.74,1.96,39.27,171.37,22.098
퓨전,195440,소프트웨어,False,-16.73,9.35,-40.26,2.33,-1.2,165.38,79.354
퓨쳐스트림네트웍스,214270,양방향미디어와서비스,False,64.81,21.26,2.39,-21.71,-25.5,105.03,192.705
퓨쳐켐,220100,제약,False,71.28,11.49,-65.44,-258.45,-18.68,111.38,451.087
프럼파스트,035200,건축제품,False,-13.47,3.76,6.4,-0.85,33.57,-52.33,8.483
프로스테믹스,203690,생물공학,False,-20.46,29.47,-16.07,-688.98,-106.51,-67.3,12.292
프로텍,053610,반도체와 반도체 장비,False,23.76,11.5,13.13,4.25,36.39,16.95,12.010
프리엠스,053160,기계,False,-3.07,8.28,-10.74,-8.39,-75.27,-24.97,6.227
플랜티넷,075130,소프트웨어,False,-5.38,9.35,10.78,2.33,21.43,165.38,10.300
플레이디,237820,광고,False,7.08,17.36,11.27,15.59,37.64,18.07,140.758
플레이위드,023770,게임엔터테인먼트,False,68.02,37.78,32.25,-22.21,3.85,31.52,579.490
플리토,300080,양방향미디어와서비스,False,10.26,21.26,-296.73,-21.71,-11.44,105.03,9.582
피델릭스,032580,반도체와 반도체 장비,False,-0.26,11.5,-2.07,4.25,-23.28,16.95,90.796
피씨디렉트,051380,컴퓨터와 주변기기,False,10.21,7.43,2.23,-12.44,19.83,-50.84,87.379
피씨엘,241820,생명과학 도구 및 서비스,False,-60.67,19.79,-53932.15,-2011.32,77.08,48.37,170.453
피앤씨테크,237750,전기장비,False,-8.65,6.05,5.31,2.33,22.11,-73.59,14.482
피앤이솔루션,131390,전기제품,False,46.48,17.99,14.48,2.76,16.04,143.11,122.031
피에스엠씨,024850,반도체와 반도체 장비,False,53,11.5,-4.44,4.25,-51.16,16.95,74.737
피에스케이,319660,반도체와 반도체 장비,False,,,,,,,19.588
피에스케이홀딩스,031980,반도체와 반도체 장비,False,-36.34,11.5,-4.3,4.25,2.93,16.95,14.427
피에스텍,002230,전기제품,False,-0.02,17.99,-4.79,2.76,-26.67,143.11,17.743
피엔케이피부임상연구센타,347740,생명과학 도구 및 서비스,False,,,,,,,
피엔티,137400,전기제품,False,43.6,17.99,4.03,2.76,54.31,143.11,597.957
피제이메탈,128660,비철금속,False,12.67,3.09,2.24,-5.72,61.07,21.62,58.932
피제이전자,006140,건강관리장비와 용품,False,-2.13,16.26,5.21,-217.67,21.81,305.67,29.384
피플바이오,304840,건강관리장비와 용품,False,,,,,,,
피피아이,062970,통신장비,False,46.32,16.58,-12.1,-6.07,-47.26,-127.97,73.608
픽셀플러스,087600,반도체와 반도체 장비,False,-21.63,11.5,-10.07,4.25,-52.75,16.95,7.193
필로시스헬스케어,057880,전자제품,False,-21,0.89,-60.27,-61.35,-6.79,24.76,179.906
필옵틱스,161580,디스플레이장비 및 부품,False,-8.42,0.55,-2.85,-4.96,207.06,84.62,227.981
핌스,347770,디스플레이장비 및 부품,False,,,,,,,
하나금융14호스팩,332710,창업투자,False,,,,,,,13.667
하나금융15호스팩,341160,창업투자,False,,,,,,,465.266
하나금융16호스팩,343510,창업투자,False,,,,,,,
하나마이크론,067310,반도체와 반도체 장비,False,25.46,11.5,7.44,4.25,-33.57,16.95,198.868
하나머스트제6호스팩,307160,창업투자,False,,,,,,,8.781
하나머티리얼즈,166090,반도체와 반도체 장비,False,36.2,11.5,27.02,4.25,15.88,16.95,102.907
하림,136480,식품,False,-0.82,10.85,-2.72,4.04,158.46,19.05,201.400
하림지주,003380,식품,False,5.86,10.85,4.28,4.04,10.83,19.05,149.768
하이로닉,149980,건강관리장비와 용품,False,9.16,16.26,4.17,-217.67,42.48,305.67,12.847
하이록코리아,013030,기계,False,-7.08,8.28,10.31,-8.39,14.6,-24.97,9.242
하이비젼시스템,126700,핸드셋,False,20.07,3.39,1.18,-7.02,33.11,102.62,32.497
하이소닉,106080,핸드셋,False,-25.85,3.39,-83.16,-7.02,-5.75,102.62,67.469
하이제4호스팩,317240,창업투자,False,,,,,,,
하이제5호스팩,340120,창업투자,False,,,,,,,
하이즈항공,221840,우주항공과 국방,False,30.89,14.15,2.1,-5.6,89.04,21.56,76.753
하이텍팜,106190,제약,False,4.77,11.49,-8.73,-258.45,-16.24,111.38,33.617
하츠,066130,가정용 기기와 용품,False,8.37,5.66,3.45,1.63,21.81,17.25,17.651
한국가구,004590,식품과 기본식료품 소매,False,4.52,11.17,12.51,4.51,10.56,99.29,33.413
한국경제TV,039340,방송과엔터테인먼트,False,1.09,14.98,18,-19.87,7.78,-34.19,20.133
한국기업평가,034950,상업서비스와 공급품,False,7.69,13.39,30.17,8.48,21.66,25.07,28.862
한국맥널티,222980,식품,False,9.64,10.85,5.93,4.04,53.51,19.05,74.328
한국바이오젠,318000,화학,False,12.15,9.18,18.29,4.6,20.06,52.9,9.622
한국비엔씨,256840,건강관리장비와 용품,False,12.39,16.26,13.22,-217.67,142.04,305.67,79.855
한국선재,025550,철강,False,6.54,4.43,2.75,0.84,38,39.86,151.114
한국아트라스비엑스,023890,자동차부품,False,5.31,1.38,9.68,-1.59,10.33,34.78,30.822
한국알콜,017890,화학,False,15.62,9.18,12.71,4.6,7.11,52.9,30.687
한국유니온제약,080720,제약,False,2.6,11.49,-8.56,-258.45,-33.38,111.38,66.116
한국전자금융,063570,IT서비스,False,9.49,9.32,4.42,-0.65,89.13,23.68,180.984
한국전자인증,041460,IT서비스,False,2.54,9.32,5.9,-0.65,141.01,23.68,41.598
한국정밀기계,101680,기계,False,25.32,8.28,-40.95,-8.39,-2.16,-24.97,51.408
한국정보공학,039740,컴퓨터와 주변기기,False,7.96,7.43,-0.71,-12.44,-39.36,-50.84,108.849
한국정보인증,053300,IT서비스,False,6.85,9.32,22.59,-0.65,28.82,23.68,28.116
한국정보통신,025770,다각화된 통신서비스,False,14.03,14.13,5.6,1.03,16.85,11.84,74.815
한국제7호스팩,291210,창업투자,False,,,,,,,
한국제8호스팩,310870,창업투자,False,,,,,,,
한국캐피탈,023760,기타금융,False,22.26,5.74,16.1,-81.86,7.29,6.79,
한국컴퓨터,054040,디스플레이장비 및 부품,False,-22.33,0.55,1.27,-4.96,11.42,84.62,36.808
한국코퍼레이션,050540,상업서비스와 공급품,False,-6.87,13.39,-3.42,8.48,-5.32,25.07,192.653
한국큐빅,021650,자동차부품,False,8.45,1.38,5.24,-1.59,9.64,34.78,129.142
한국테크놀로지,053590,기계,False,264.15,8.28,0.7,-8.39,-10.28,-24.97,380.158
한국파마,032300,제약,False,2.08,11.49,10.94,-258.45,44.79,111.38,
한국팩키지,037230,포장재,False,-0.4,5.6,4.33,5.88,76.13,13.64,77.444
한글과컴퓨터,030520,소프트웨어,False,46.64,9.35,16.43,2.33,12.95,165.38,95.308
한네트,052600,IT서비스,False,-3.47,9.32,6.32,-0.65,81.92,23.68,81.776
한독크린텍,256150,가정용 기기와 용품,False,27.63,5.66,14.52,1.63,13.47,17.25,33.002
한라IMS,092460,조선,False,4.4,-3.94,3.5,-8.11,19.95,-28.74,39.428
한류타임즈,039670,출판,False,13.83,13.25,-35.69,3.86,442.22,30.42,254.836
한빛소프트,047080,게임엔터테인먼트,False,12.32,37.78,-11.19,-22.21,16.74,31.52,164.657
한솔인티큐브,070590,IT서비스,False,-8.56,9.32,-5.87,-0.65,7.05,23.68,72.281
한송네오텍,226440,디스플레이장비 및 부품,False,,,,,,,101.269
한스바이오메드,042520,건강관리장비와 용품,False,32.12,16.26,16.26,-217.67,24.4,305.67,59.505
한양디지텍,078350,반도체와 반도체 장비,False,-8.31,11.5,2.15,4.25,-14.62,16.95,225.791
한양이엔지,045100,건설,False,12.88,8.53,7.03,0.98,5.55,6.98,61.585
한일네트웍스,046110,IT서비스,False,11.09,9.32,7.07,-0.65,8.45,23.68,85.368
한일단조,024740,자동차부품,False,5.34,1.38,-2.66,-1.59,-17.82,34.78,104.234
한일사료,005860,식품,False,3.48,10.85,0.55,4.04,5629.1,19.05,184.824
한일진공,123840,핸드셋,False,9.55,3.39,-32.81,-7.02,-3.95,102.62,25.349
한일화학,007770,화학,False,-9.52,9.18,-0.41,4.6,-17.25,52.9,29.427
한창산업,079170,비철금속,False,11.25,3.09,1.66,-5.72,23.39,21.62,15.597
한컴MDS,086960,소프트웨어,False,1.01,9.35,2.71,2.33,256.74,165.38,33.013
한컴위드,054920,소프트웨어,False,3.02,9.35,8.94,2.33,4.13,165.38,38.042
한탑,002680,식품,False,-10.37,10.85,-12.21,4.04,-3.41,19.05,296.578
한프,066110,컴퓨터와 주변기기,False,-37.42,7.43,-229.19,-12.44,-1.53,-50.84,231.163
한화에스비아이스팩,317320,창업투자,False,,,,,,,
한화플러스제1호스팩,340440,창업투자,False,,,,,,,
해덕파워웨이,102210,조선,False,-28.51,-3.94,15.31,-8.11,-3.16,-28.74,31.349
해마로푸드서비스,220630,"호텔, 레스토랑, 레저",False,12.67,10.8,5.79,-70.93,15.39,-41.28,72.731
해성산업,034810,부동산,False,18.72,15.65,27.33,45.89,56.83,15.26,52.173
해성옵틱스,076610,핸드셋,False,-1.67,3.39,-6.52,-7.02,-2.05,102.62,206.779
핸디소프트,220180,소프트웨어,False,-1.95,9.35,-1.19,2.33,-119.1,165.38,18.520
행남사,008800,가정용 기기와 용품,False,-34.97,5.66,-26.54,1.63,-1.9,17.25,44.155
헝셩그룹,900270,레저용 장비와 제품,False,3.55,-0.98,17.08,-7.84,2.37,-20.63,21.143
헬릭스미스,084990,생물공학,False,-13.34,29.47,-1221.97,-688.98,-5.45,-67.3,86.591
현대공업,170030,자동차부품,False,-7.87,1.38,3.06,-1.59,31.87,34.78,39.100
현대바이오,048410,화장품,False,-5.89,25.83,5.82,-29.3,-275.94,62.6,34.573
현대바이오랜드,052260,화장품,False,2.82,25.83,10.93,-29.3,51.78,62.6,34.246
현대사료,016790,식품,False,3.52,10.85,-0.37,4.04,745.98,19.05,63.781
현대통신,039010,통신장비,False,5.98,16.58,7.8,-6.07,7.72,-127.97,33.920
현우산업,092300,전자장비와 기기,False,12.25,9.52,-0.42,0.39,-40.41,39.58,119.877
현진소재,053660,조선,False,-15.54,-3.94,-134.18,-8.11,-0.28,-28.74,-1634.445
형지I&C,011080,"섬유, 의류, 신발, 호화품",False,-7.17,5.16,-5.75,-0.15,-18.48,26.53,181.584
홈센타홀딩스,060560,건축자재,False,40.52,4.02,1.84,0,106.01,39.63,131.233
홈캐스트,064240,전자제품,False,-24.36,0.89,-13.7,-61.35,-13.58,24.76,11.022
화성밸브,039610,기계,False,7.55,8.28,2.69,-8.39,37.32,-24.97,31.943
화신정공,126640,자동차부품,False,4.06,1.38,2.56,-1.59,10.69,34.78,66.434
화일약품,061250,제약,False,-0.84,11.49,4.23,-258.45,64.28,111.38,16.721
효성오앤비,097870,화학,False,-5.23,9.18,2.17,4.6,40.64,52.9,10.448
휘닉스소재,050090,디스플레이장비 및 부품,False,-32.91,0.55,20.63,-4.96,-32.83,84.62,62.229
휴네시온,290270,소프트웨어,False,16.63,9.35,-2.55,2.33,28.77,165.38,18.498
휴림로봇,090710,기계,False,-26.89,8.28,-36.54,-8.39,-16.86,-24.97,50.098
휴마시스,205470,생명과학 도구 및 서비스,False,,,,,,,139.359
휴맥스,115160,전자제품,False,-4.56,0.89,0.55,-61.35,-3.62,24.76,143.495
휴맥스홀딩스,028080,전자제품,False,18.09,0.89,-865.36,-61.35,-2.23,24.76,10.760
휴메딕스,200670,제약,False,18.59,11.49,15.79,-258.45,21.22,111.38,14.047
휴비츠,065510,건강관리장비와 용품,False,9.55,16.26,5.83,-217.67,-26.96,305.67,60.853
휴온스,243070,제약,False,29.27,11.49,13.21,-258.45,14.15,111.38,51.518
휴온스글로벌,084110,제약,False,40.02,11.49,16.81,-258.45,10.64,111.38,27.562
휴젤,145020,생물공학,False,18.1,29.47,33.1,-688.98,64.92,-67.3,20.210
흥구석유,024060,석유와 가스,False,1.56,7.14,-0.28,-10.86,59.53,-9.59,8.650
흥국,010240,기계,False,18.54,8.28,10.4,-8.39,7.86,-24.97,36.849
흥국에프엔비,189980,음료,False,9.12,1.64,6.51,1.96,15.44,171.37,39.390
