title,code,sector,isKOSPI,saleGrowthRate,saleGrowthRateAvg,operatingMarginRate,operatingMarginRateAvg,crawledPER,crawledPERAvg,debtRatio
메카로,241770,반도체와 반도체 장비,False,14.63,11.5,3.82,4.25,45.79,16.95,11.315
메타바이오메드,059210,건강관리장비와 용품,False,-3.35,16.26,9.44,-217.67,-464.57,305.67,88.275
메탈라이프,327260,통신장비,False,,,,,,,15.791
멕아이씨에스,058110,건강관리장비와 용품,False,17.55,16.26,25.96,-217.67,13.57,305.67,493.191
멜파스,096640,핸드셋,False,-3.02,3.39,1.38,-7.02,-3.81,102.62,164.997
명성티엔에스,257370,전기제품,False,10.42,17.99,-4,2.76,-84.11,143.11,73.218
모다이노칩,080420,전자장비와 기기,False,20.48,9.52,6.69,0.39,41.1,39.58,150.123
모두투어,080160,"호텔, 레스토랑, 레저",False,7.82,10.8,-79.87,-70.93,-14.57,-41.28,175.776
모바일리더,100030,소프트웨어,False,20.64,9.35,13.89,2.33,-17.03,165.38,18.915
모바일어플라이언스,087260,전자제품,False,-10.36,0.89,-4.65,-61.35,-105.16,24.76,78.611
모베이스,101330,핸드셋,False,31.74,3.39,2.72,-7.02,2.96,102.62,188.498
모베이스전자,012860,자동차부품,False,1.81,1.38,1.21,-1.59,-6.05,34.78,317.440
모비스,250060,전자장비와 기기,False,38.7,9.52,-3.84,0.39,-25.04,39.58,26.647
모아텍,033200,전자장비와 기기,False,26.22,9.52,-14.11,0.39,-38.14,39.58,7.065
모트렉스,118990,자동차부품,False,10.07,1.38,1.84,-1.59,-9.16,34.78,409.290
모헨즈,006920,건축자재,False,-8.6,4.02,-0.07,0,254.23,39.63,99.077
무림SP,001810,종이와 목재,False,-12.67,-1.93,5.01,-3.3,16.71,31.73,45.671
미디어젠,279600,소프트웨어,False,17.98,9.35,-11.56,2.33,-50.64,165.38,68.773
미래SCI,028040,화학,False,-3.58,9.18,-39.85,4.6,-1.72,52.9,221.591
미래나노텍,095500,디스플레이장비 및 부품,False,-2.7,0.55,-0.15,-4.96,-53.35,84.62,81.068
미래생명자원,218150,식품,False,,,,,,,29.863
미래에셋대우스팩 5호,353490,창업투자,False,,,,,,,
미래에셋대우스팩3호,328380,창업투자,False,,,,,,,
미래에셋대우스팩4호,333430,창업투자,False,,,,,,,
미래에셋벤처투자,100790,창업투자,False,97.08,22.75,13.12,3.1,14.72,27.81,
미래컴퍼니,049950,디스플레이장비 및 부품,False,6.61,0.55,-35.69,-4.96,-37.5,84.62,18.475
미래테크놀로지,213090,IT서비스,False,17.78,9.32,3.12,-0.65,21.74,23.68,45.785
미스터블루,207760,출판,False,38.53,13.25,18.6,3.86,18.71,30.42,45.207
미코,059090,반도체와 반도체 장비,False,18.77,11.5,15.75,4.25,57.93,16.95,139.934
미코바이오메드,214610,건강관리장비와 용품,False,-23.19,16.26,-284.45,-217.67,-14.16,305.67,
미투온,201490,게임엔터테인먼트,False,91.19,37.78,35.33,-22.21,16.4,31.52,77.313
미투젠,950190,게임엔터테인먼트,False,,,,,,,
민앤지,214180,IT서비스,False,44.88,9.32,17.51,-0.65,12.62,23.68,40.152
바디텍메드,206640,생명과학 도구 및 서비스,False,9.81,19.79,34.07,-2011.32,18.91,48.37,31.327
바른손,018700,방송과엔터테인먼트,False,7.66,14.98,4.32,-19.87,-7.88,-34.19,45.298
바른손이앤에이,035620,방송과엔터테인먼트,False,-25.86,14.98,-71.94,-19.87,-12.73,-34.19,45.313
바른전자,064520,반도체와 반도체 장비,False,-45.33,11.5,-30.73,4.25,-5.26,16.95,94.980
바른테크놀로지,029480,통신장비,False,11.34,16.58,-8.78,-6.07,-4.46,-127.97,176.394
바이넥스,053030,제약,False,15.68,11.49,11.73,-258.45,66.93,111.38,25.655
바이오니아,064550,생물공학,False,18.69,29.47,15.24,-688.98,25,-67.3,159.652
바이오로그디바이스,208710,핸드셋,False,9.63,3.39,1.67,-7.02,-25.3,102.62,58.406
바이오리더스,142760,생물공학,False,207.73,29.47,-20.26,-688.98,-4.49,-67.3,153.003
바이오솔루션,086820,생물공학,False,40.48,29.47,-47.17,-688.98,-158.65,-67.3,7.715
바이오스마트,038460,전자장비와 기기,False,36.15,9.52,1.23,0.39,8.71,39.58,73.149
바이오톡스텍,086040,생명과학 도구 및 서비스,False,5.12,19.79,0.35,-2011.32,106.09,48.37,92.901
바이온,032980,제약,False,-5.43,11.49,-26.72,-258.45,-5.86,111.38,77.939
바텍,043150,건강관리장비와 용품,False,15.02,16.26,11.2,-217.67,23.13,305.67,52.501
박셀바이오,323990,제약,False,,,,,,,
배럴,267790,"섬유, 의류, 신발, 호화품",False,35.22,5.16,-17.16,-0.15,66.26,26.53,27.459
백금T&A,046310,전자장비와 기기,False,37.23,9.52,7.08,0.39,-36.43,39.58,77.368
버추얼텍,036620,종이와 목재,False,-12.26,-1.93,-14.79,-3.3,-12.25,31.73,140.107
버킷스튜디오,066410,IT서비스,False,-0.7,9.32,2.35,-0.65,-31.64,23.68,30.988
베뉴지,019010,백화점과 일반상점,False,-5.44,5,9.53,-12.81,11.95,-27.53,97.782
베셀,177350,디스플레이장비 및 부품,False,-1.27,0.55,-25.78,-4.96,-10.98,84.62,342.328
베스파,299910,게임엔터테인먼트,False,896.5,37.78,-33.11,-22.21,-2.72,31.52,25.808
보광산업,225530,건축자재,False,1.43,4.02,13.26,0,36.14,39.63,48.453
보라티알,250000,식품과 기본식료품 소매,False,6.85,11.17,6.4,4.51,37.73,99.29,56.864
보성파워텍,006910,전기장비,False,15.75,6.05,1.01,2.33,69.32,-73.59,57.166
본느,226340,화장품,False,,,,,,,20.962
부방,014470,가정용 기기와 용품,False,8.72,5.66,-1.13,1.63,-12.72,17.25,43.219
부스타,008470,기계,False,3.8,8.28,4.35,-8.39,9.72,-24.97,27.847
뷰웍스,100120,건강관리장비와 용품,False,5.06,16.26,20.96,-217.67,10.62,305.67,12.115
브랜드엑스코퍼레이션,337930,"섬유, 의류, 신발, 호화품",False,,,,,,,
브레인콘텐츠,066980,IT서비스,False,67.64,9.32,-4.12,-0.65,-76.68,23.68,65.873
브리지텍,064480,IT서비스,False,-13.62,9.32,-0.77,-0.65,-149.11,23.68,28.472
브릿지바이오,288330,제약,False,,,,,,,6.290
브이원텍,251630,디스플레이장비 및 부품,False,3.07,0.55,18.04,-4.96,22.21,84.62,6.839
브이티지엠피,018290,사무용 전자제품,False,39.94,17.18,7.16,0.97,121.59,-156.28,121.863
블러썸엠앤씨,263920,화장품,False,-2.78,25.83,-46.35,-29.3,-2.49,62.6,41.525
블루콤,033560,핸드셋,False,-50.73,3.39,-37.95,-7.02,18.34,102.62,4.246
비나텍,126340,전기장비,False,28.5,6.05,14.03,2.33,61.92,-73.59,
비덴트,121800,전자장비와 기기,False,-8.02,9.52,-23.36,0.39,103.44,39.58,31.214
비디아이,148140,기계,False,8.54,8.28,-0.26,-8.39,-6.57,-24.97,380.398
비비씨,318410,가정용품,False,35.86,9.47,24.52,6.25,20.36,13.11,
비씨월드제약,200780,제약,False,4.25,11.49,9.04,-258.45,24.48,111.38,77.640
비아트론,141000,디스플레이장비 및 부품,False,-13.21,0.55,2.32,-4.96,10.17,84.62,12.817
비에이치,090460,전자장비와 기기,False,20.75,9.52,5.61,0.39,19.46,39.58,71.025
비에이치아이,083650,기계,False,-10.72,8.28,3,-8.39,12.05,-24.97,429.868
비엠티,086670,기계,False,21.83,8.28,10.8,-8.39,10.58,-24.97,66.950
비즈니스온,138580,소프트웨어,False,10.21,9.35,39.2,2.33,91.3,165.38,71.872
비츠로셀,082920,전기제품,False,8.2,17.99,18.29,2.76,20.93,143.11,15.916
비츠로시스,054220,IT서비스,False,-54.04,9.32,-160.58,-0.65,7.73,23.68,589.762
비츠로테크,042370,전기장비,False,10.37,6.05,12.61,2.33,10.15,-73.59,48.782
비트컴퓨터,032850,건강관리기술,False,2.41,9.54,20.54,-293.38,27.94,-3720.65,27.410
비피도,238200,제약,False,2.54,11.49,2.24,-258.45,147.88,111.38,4.213
빅솔론,093190,컴퓨터와 주변기기,False,-1.05,7.43,7.96,-12.44,12.07,-50.84,11.682
빅텍,065450,우주항공과 국방,False,8.49,14.15,4.56,-5.6,113.37,21.56,133.523
빛샘전자,072950,통신장비,False,-7.43,16.58,3.33,-6.07,21.85,-127.97,15.578
사람인에이치알,143240,상업서비스와 공급품,False,8.28,13.39,23.34,8.48,14.37,25.07,17.445
삼강엠앤티,100090,조선,False,30.49,-3.94,3.73,-8.11,318.42,-28.74,220.735
삼기,122350,자동차부품,False,-0.3,1.38,0.91,-1.59,-494.13,34.78,212.398
삼륭물산,014970,포장재,False,-4.28,5.6,0.91,5.88,387.03,13.64,75.557
삼목에스폼,018310,건축제품,False,-18.66,3.76,0.59,-0.85,26.3,-52.33,15.801
삼보모터스,053700,자동차부품,False,3.23,1.38,-1.57,-1.59,-4.57,34.78,271.075
삼보산업,009620,비철금속,False,-2,3.09,2.65,-5.72,-18.26,21.62,468.459
삼보판지,023600,포장재,False,12.63,5.6,11.85,5.88,4.67,13.64,34.985
삼본전자,111870,전자제품,False,-13.65,0.89,-50.26,-61.35,-3.84,24.76,41.528
삼성머스트스팩3호,309930,창업투자,False,,,,,,,8.933
삼성스팩2호,291230,창업투자,False,,,,,,,6.503
삼아제약,009300,제약,False,2.8,11.49,11.95,-258.45,19.79,111.38,13.459
삼양옵틱스,225190,전자장비와 기기,False,0.43,9.52,15.79,0.39,10.16,39.58,25.974
삼영엠텍,054540,기계,False,-0.94,8.28,4.41,-8.39,8.78,-24.97,50.199
삼영이엔씨,065570,조선,False,1.1,-3.94,-7.74,-8.11,-6.66,-28.74,14.682
삼일,032280,항공화물운송과 물류,False,1.28,4.94,0.67,1.35,-4,17.2,52.115
삼일기업공사,002290,건설,False,39.25,8.53,3.65,0.98,21.42,6.98,18.712
삼지전자,037460,통신장비,False,10.72,16.58,3.27,-6.07,8.43,-127.97,68.783
삼진,032750,전자제품,False,11.27,0.89,8.95,-61.35,4.9,24.76,25.654
삼진엘앤디,054090,디스플레이장비 및 부품,False,-3.47,0.55,0.76,-4.96,-37.97,84.62,84.010
삼천당제약,000250,제약,False,8.18,11.49,9.04,-258.45,161.88,111.38,29.998
삼천리자전거,024950,레저용 장비와 제품,False,-15.19,-0.98,-6.35,-7.84,-10.02,-20.63,84.522
삼표시멘트,038500,건축자재,False,-1.12,4.02,9.28,0,16.43,39.63,112.053
삼현철강,017480,철강,False,19.12,4.43,2.02,0.84,16.82,39.86,14.796
삼화네트웍스,046390,방송과엔터테인먼트,False,5.85,14.98,8.6,-19.87,17.44,-34.19,24.036
상보,027580,디스플레이장비 및 부품,False,-31.45,0.55,8.85,-4.96,-125.82,84.62,255.057
상상인,038540,IT서비스,False,24.01,9.32,25.06,-0.65,4.44,23.68,486.289
상상인이안1호스팩,307870,창업투자,False,,,,,,,
상상인이안제2호스팩,329560,창업투자,False,,,,,,,
상상인인더스트리,101000,조선,False,-36.5,-3.94,-9.47,-8.11,-7.44,-28.74,93.930
상신이디피,091580,핸드셋,False,22.49,3.39,7.04,-7.02,48.83,102.62,138.384
상신전자,263810,전자장비와 기기,False,4.39,9.52,2.89,0.39,28.41,39.58,50.943
상아프론테크,089980,전기제품,False,6,17.99,5.52,2.76,99.03,143.11,72.677
상지카일룸,042940,건설,False,160.91,8.53,-22.81,0.98,-5.51,6.98,243.708
새로닉스,042600,디스플레이장비 및 부품,False,11.59,0.55,-0.23,-4.96,-69.68,84.62,64.779
샘코,263540,우주항공과 국방,False,-3.69,14.15,-85.98,-5.6,-1.47,21.56,432.527
서남,294630,에너지 장비 및 서비스,False,-0.34,33.72,-344.67,-35.36,-12.31,-71.27,76.027
서린바이오,038070,생물공학,False,6.62,29.47,4.54,-688.98,26.26,-67.3,31.739
서부T&D,006730,"호텔, 레스토랑, 레저",False,39.9,10.8,-1.52,-70.93,-45.21,-41.28,169.364
서산,079650,건축자재,False,-22.5,4.02,-18.65,0,-7.75,39.63,7.055
서암기계공업,100660,기계,False,6.56,8.28,-0.07,-8.39,70.38,-24.97,12.857
서연탑메탈,019770,자동차부품,False,-8.11,1.38,5,-1.59,113.69,34.78,133.218
서울리거,043710,건강관리업체 및 서비스,False,61.85,36.39,-21.4,-396.21,-2.91,-55.93,81.058
서울바이오시스,092190,디스플레이장비 및 부품,False,8.03,0.55,6.14,-4.96,68.93,84.62,208.853
서울반도체,046890,디스플레이장비 및 부품,False,5.81,0.55,4.18,-4.96,42.01,84.62,77.302
서울옥션,063170,판매업체,False,-3.93,-15.89,-0.04,-209.8,-20.49,-42.1,152.031
서울전자통신,027040,전기제품,False,-9.71,17.99,-3.61,2.76,16.67,143.11,46.957
서울제약,018680,제약,False,10.99,11.49,0.63,-258.45,-23.52,111.38,149.170
서원인텍,093920,핸드셋,False,-5.38,3.39,5.62,-7.02,7.86,102.62,25.210
서전기전,189860,전기장비,False,6.76,6.05,-5.8,2.33,-14.12,-73.59,50.155
서진시스템,178320,통신장비,False,33.24,16.58,7.56,-6.07,69.08,-127.97,110.961
서진오토모티브,122690,자동차부품,False,3.42,1.38,-0.63,-1.59,-3.33,34.78,437.414
서플러스글로벌,140070,반도체와 반도체 장비,False,3.28,11.5,6.71,4.25,15.85,16.95,43.032
서한,011370,건설,False,3.14,8.53,2.12,0.98,91.09,6.98,55.375
서호전기,065710,소프트웨어,False,3,9.35,21.85,2.33,9.13,165.38,24.216
서희건설,035890,건설,False,5,8.53,11.13,0.98,3.21,6.98,147.486
선광,003100,운송 인프라,False,4.23,5.31,16.58,10.58,30.53,-39.57,131.251
선데이토즈,123420,게임엔터테인먼트,False,2.98,37.78,5.99,-22.21,20.3,31.52,13.601
선익시스템,171090,디스플레이장비 및 부품,False,-15.2,0.55,7.67,-4.96,9.69,84.62,32.558
성광벤드,014620,기계,False,-0.11,8.28,5.24,-8.39,26.12,-24.97,14.293
성도이엔지,037350,반도체와 반도체 장비,False,17.8,11.5,4.9,4.25,-1.21,16.95,273.555
성우전자,081580,핸드셋,False,-11.75,3.39,-7.47,-7.02,-5.17,102.62,23.239
성우테크론,045300,반도체와 반도체 장비,False,4.14,11.5,9.57,4.25,18.27,16.95,48.248
성우하이텍,015750,자동차부품,False,-3.98,1.38,-0.27,-1.59,-10.89,34.78,161.834
성창오토텍,080470,자동차부품,False,-4.55,1.38,-3,-1.59,-48.73,34.78,160.527
성호전자,043260,전기제품,False,4.23,17.99,-4.77,2.76,-27.68,143.11,132.434
세경하이테크,148150,핸드셋,False,42.15,3.39,-4.54,-7.02,-72.6,102.62,48.697
세동,053060,자동차부품,False,5.48,1.38,-6.59,-1.59,-1.77,34.78,545.207
세명전기,017510,전기장비,False,3.52,6.05,1.48,2.33,24.32,-73.59,14.621
세미콘라이트,214310,디스플레이장비 및 부품,False,-25.89,0.55,-26.13,-4.96,-4.87,84.62,60.071
세보엠이씨,011560,건설,False,16.66,8.53,-3,0.98,-5.53,6.98,94.802
세운메디칼,100700,건강관리장비와 용품,False,5.7,16.26,26.11,-217.67,22.3,305.67,8.625
세원,234100,자동차부품,False,24.33,1.38,7.68,-1.59,49.88,34.78,84.294
세원물산,024830,자동차부품,False,14.83,1.38,9.73,-1.59,3.8,34.78,50.230
세종메디칼,258830,건강관리장비와 용품,False,8.31,16.26,16.27,-217.67,28.58,305.67,8.186
세종텔레콤,036630,다각화된 통신서비스,False,13.56,14.13,-1.54,1.03,-19.39,11.84,33.123
세중,039310,"호텔, 레스토랑, 레저",False,-12.91,10.8,1.18,-70.93,16.85,-41.28,45.219
세진티에스,067770,디스플레이장비 및 부품,False,-13.37,0.55,8.56,-4.96,19.95,84.62,9.164
세코닉스,053450,전자장비와 기기,False,13.94,9.52,-8.12,0.39,-1.57,39.58,227.018
세틀뱅크,234340,IT서비스,False,35.79,9.32,15.06,-0.65,24.26,23.68,52.964
세화피앤씨,252500,화장품,False,,,,,,,13.169
센트럴바이오,051980,건축자재,False,-18.18,4.02,-73.58,0,-6.99,39.63,42.949
셀레믹스,331920,생물공학,False,49,29.47,-98.4,-688.98,-107.09,-67.3,
셀루메드,049180,건강관리장비와 용품,False,22.23,16.26,-23.96,-217.67,-5.65,305.67,313.221
셀리드,299660,생물공학,False,,,,,,,2.311
셀리버리,268600,생물공학,False,17.57,29.47,-1580.03,-688.98,-101.53,-67.3,13.103
셀바스AI,108860,건강관리장비와 용품,False,-0.02,16.26,-10.48,-217.67,30.29,305.67,114.897
셀바스헬스케어,208370,건강관리장비와 용품,False,-1.07,16.26,2.16,-217.67,68.38,305.67,95.160
셀트리온제약,068760,제약,False,18.3,11.49,10.61,-258.45,395.13,111.38,68.188
셀트리온헬스케어,091990,제약,False,13.26,11.49,14.38,-258.45,87.44,111.38,71.014
소리바다,053110,방송과엔터테인먼트,False,5.29,14.98,-29.89,-19.87,-1.67,-34.19,146.343
소마젠,950200,생명과학 도구 및 서비스,False,,,,,,,
소프트센,032680,IT서비스,False,-6.37,9.32,-1.39,-0.65,-12.73,23.68,80.473
소프트캠프,258790,소프트웨어,False,12.72,9.35,20.74,2.33,82.46,165.38,119.847
손오공,066910,레저용 장비와 제품,False,-17.2,-0.98,-4.13,-7.84,-15.44,-20.63,127.929
솔고바이오,043100,건강관리장비와 용품,False,-3.31,16.26,-21.86,-217.67,-1.95,305.67,70.194
솔루에타,154040,자동차부품,False,22.22,1.38,2.38,-1.59,-13.7,34.78,163.169
솔본,035610,건강관리기술,False,2.54,9.54,6.7,-293.38,-27.03,-3720.65,13.720
솔브레인,357780,반도체와 반도체 장비,False,,,,,,,
솔브레인홀딩스,036830,반도체와 반도체 장비,False,12.23,11.5,7.28,4.25,0.3,16.95,37.757
솔트룩스,304100,IT서비스,False,22.88,9.32,0.14,-0.65,204.19,23.68,
솔트웍스,230980,우주항공과 국방,False,16.39,14.15,-8.5,-5.6,-18.28,21.56,207.372
쇼박스,086980,방송과엔터테인먼트,False,-14.52,14.98,-3.03,-19.87,57.25,-34.19,17.478
수산아이앤티,050960,IT서비스,False,-0.52,9.32,16.72,-0.65,19.18,23.68,4.464
수성,084180,기계,False,-6.89,8.28,-7.64,-8.39,-4.67,-24.97,190.702
수젠텍,253840,건강관리장비와 용품,False,52.21,16.26,-182.08,-217.67,-17.08,305.67,86.761
슈펙스비앤피,058530,판매업체,False,-11.74,-15.89,14.01,-209.8,-1.43,-42.1,172.753
슈프리마,236200,전자장비와 기기,False,19.58,9.52,27.78,0.39,8.6,39.58,8.915
슈프리마아이디,317770,전자장비와 기기,False,,,,,,,3.793
슈프리마에이치큐,094840,전자장비와 기기,False,-4.98,9.52,2.49,0.39,9.29,39.58,6.534
슈피겐코리아,192440,핸드셋,False,19.84,3.39,14.54,-7.02,9.36,102.62,17.529
스맥,099440,기계,False,3.71,8.28,-18.87,-8.39,-3.09,-24.97,132.990
스카이문스테크놀로지,033790,통신장비,False,-24.05,16.58,-40.14,-6.07,-3.67,-127.97,34.655
스카이이앤엠,131100,화학,False,-2.43,9.18,-86.99,4.6,-3.08,52.9,45.842
스킨앤스킨,159910,화장품,False,-18.22,25.83,-20.92,-29.3,-8.26,62.6,36.460
스타모빌리티,158310,기계,False,25.04,8.28,-467.1,-8.39,-0.09,-24.97,154.099
스타플렉스,115570,화학,False,2.82,9.18,-4.83,4.6,-3.22,52.9,153.690
스튜디오드래곤,253450,방송과엔터테인먼트,False,44.77,14.98,6.08,-19.87,76.38,-34.19,35.798
스튜디오산타클로스,204630,방송과엔터테인먼트,False,11.78,14.98,-99.63,-19.87,-7.58,-34.19,91.933
스페코,013810,기계,False,-3.95,8.28,13.57,-8.39,19.63,-24.97,110.485
승일,049830,포장재,False,-0.44,5.6,-1.27,5.88,163.73,13.64,21.684
시공테크,020710,"호텔, 레스토랑, 레저",False,14.02,10.8,5.05,-70.93,6.87,-41.28,43.262
시그네틱스,033170,반도체와 반도체 장비,False,0.48,11.5,-12,4.25,-2.82,16.95,33.283
시너지이노베이션,048870,건강관리장비와 용품,False,51.76,16.26,4.39,-217.67,-13.83,305.67,58.937
시노펙스,025320,핸드셋,False,11.87,3.39,1.43,-7.02,-517.61,102.62,85.843
시스웍,269620,반도체와 반도체 장비,False,-15.08,11.5,3.39,4.25,62.85,16.95,26.648
시큐브,131090,소프트웨어,False,10.91,9.35,19.3,2.33,11.79,165.38,18.937
신도기연,290520,디스플레이장비 및 부품,False,17.35,0.55,19.98,-4.96,11.09,84.62,
신라섬유,001000,무선통신서비스,False,3.02,1.04,4.91,5.5,468.58,12.66,122.487
신라에스지,025870,식품,False,3.57,10.85,1.4,4.04,-43.15,19.05,202.988
신라젠,215600,생물공학,False,19.66,29.47,-2903.8,-688.98,-15.56,-67.3,14.350
신성델타테크,065350,가정용 기기와 용품,False,4.76,5.66,2.1,1.63,52.87,17.25,160.592
신신제약,002800,제약,False,5.33,11.49,0.6,-258.45,585.05,111.38,129.264
신영스팩5호,323280,창업투자,False,,,,,,,
신영스팩6호,344050,창업투자,False,,,,,,,
신원종합개발,017000,건설,False,30.33,8.53,3.23,0.98,4.7,6.98,122.621
신일제약,012790,제약,False,6.5,11.49,15.46,-258.45,31.81,111.38,16.389
신진에스엠,138070,기계,False,1.33,8.28,3.65,-8.39,47.55,-24.97,60.615
신테카바이오,226330,건강관리업체 및 서비스,False,,,,,,,3.981
신한제5호스팩,323230,창업투자,False,,,,,,,
신한제6호스팩,333050,창업투자,False,,,,,,,
신화인터텍,056700,디스플레이장비 및 부품,False,5.69,0.55,1,-4.96,42.02,84.62,90.633
신화콘텍,187270,전기제품,False,7.99,17.99,-1.48,2.76,-17.29,143.11,79.585
신흥에스이씨,243840,전기제품,False,33.75,17.99,7.82,2.76,20.06,143.11,230.342
실리콘웍스,108320,디스플레이장비 및 부품,False,12.44,0.55,6.43,-4.96,16.3,84.62,33.360
심텍,222800,전자장비와 기기,False,8.09,9.52,6.87,0.39,10.8,39.58,420.020
심텍홀딩스,036710,전자장비와 기기,False,8.19,9.52,6.85,0.39,4.15,39.58,367.282
싸이맥스,160980,반도체와 반도체 장비,False,4.49,11.5,13.17,4.25,8.49,16.95,42.374
싸이토젠,217330,생물공학,False,-2.04,29.47,-9678.47,-688.98,-38.46,-67.3,10.023
쌍용정보통신,010280,IT서비스,False,-21,9.32,-0.01,-0.65,27.8,23.68,85.999
썸에이지,208640,게임엔터테인먼트,False,-15.53,37.78,-485.93,-22.21,-15.4,31.52,22.348
쎄노텍,222420,화학,False,-11.11,9.18,-6.45,4.6,-23.31,52.9,144.450
쎄니트,037760,비철금속,False,-1.76,3.09,-0.25,-5.72,8.17,21.62,98.628
쎄미시스코,136510,디스플레이장비 및 부품,False,10.98,0.55,-44.15,-4.96,-5.97,84.62,44.633
쎄트렉아이,099320,우주항공과 국방,False,27.06,14.15,13.59,-5.6,21.4,21.56,49.399
쎌바이오텍,049960,생물공학,False,-7.61,29.47,8.67,-688.98,25.85,-67.3,4.538
쏠리드,050890,통신장비,False,-1.48,16.58,-2.68,-6.07,54.17,-127.97,129.523
씨씨에스,066790,방송과엔터테인먼트,False,-0.95,14.98,3.11,-19.87,-23.97,-34.19,26.517
씨아이에스,222080,전기제품,False,9.72,17.99,7.01,2.76,3386.2,143.11,241.742
씨앤지하이테크,264660,반도체와 반도체 장비,False,42.69,11.5,7.97,4.25,10.81,16.95,20.681
씨에스베어링,297090,기계,False,31.34,8.28,10.01,-8.39,50.29,-24.97,138.731
씨엔플러스,115530,전자장비와 기기,False,-7.51,9.52,-6.15,0.39,-14.43,39.58,73.934
씨엠에스에듀,225330,교육서비스,False,13.59,7.93,9.64,-8.99,19.45,-24.02,164.071
씨유메디칼,115480,전문소매,False,14.44,24.11,2.65,-19.13,-16.81,-11.83,132.648
씨젠,096530,생명과학 도구 및 서비스,False,18.28,19.79,47.38,-2011.32,15.14,48.37,28.065
씨케이에이치,900120,제약,False,-24.33,11.49,-119.15,-258.45,-0.48,111.38,5.050
씨큐브,101240,화장품,False,5.71,25.83,15.9,-29.3,14.78,62.6,51.912
씨티씨바이오,060590,제약,False,3.4,11.49,-3.67,-258.45,-6.66,111.38,150.131
씨티케이코스메틱스,260930,화장품,False,-4.58,25.83,-2.15,-29.3,130.27,62.6,15.718
아가방컴퍼니,013990,"섬유, 의류, 신발, 호화품",False,-3.69,5.16,-5.7,-0.15,-6.33,26.53,39.087
아나패스,123860,디스플레이장비 및 부품,False,-15.07,0.55,-32.26,-4.96,-8.72,84.62,125.509
아난티,025980,"호텔, 레스토랑, 레저",False,1.89,10.8,-33.8,-70.93,-16.78,-41.28,115.040
아래스,050320,전자장비와 기기,False,-78.61,9.52,-75.5,0.39,17.38,39.58,15.168
아리온,058220,전자제품,False,-10.47,0.89,-193.07,-61.35,-0.71,24.76,348.025
아모그린텍,125210,전자장비와 기기,False,10.09,9.52,-1.43,0.39,-192.03,39.58,132.346
아모텍,052710,핸드셋,False,-5.66,3.39,-2.71,-7.02,-20.02,102.62,116.479
아미노로직스,074430,제약,False,5.06,11.49,-2.3,-258.45,-97.28,111.38,11.421
아미코젠,092040,생물공학,False,18.64,29.47,0.05,-688.98,47.39,-67.3,52.392
아바코,083930,디스플레이장비 및 부품,False,4.23,0.55,4.93,-4.96,11.59,84.62,52.337
아바텍,149950,디스플레이장비 및 부품,False,-1.48,0.55,2.89,-4.96,32.08,84.62,6.386
아비코전자,036010,전기제품,False,15.23,17.99,-2.28,2.76,-24.47,143.11,18.186
아세아텍,050860,기계,False,3.56,8.28,-1.82,-8.39,65.64,-24.97,23.573
아스타,246720,건강관리장비와 용품,False,73.48,16.26,-615.62,-217.67,-6.03,305.67,70.855
아스트,067390,우주항공과 국방,False,18.06,14.15,4.93,-5.6,-10.88,21.56,165.403
아시아경제,127710,출판,False,-12.04,13.25,6.89,3.86,10.18,30.42,31.518
아시아종묘,154030,생물공학,False,-5.56,29.47,-4.63,-688.98,-84.45,-67.3,169.649
아우딘퓨쳐스,227610,화장품,False,-1.59,25.83,-51.03,-29.3,-1.65,62.6,59.121
아이디스,143160,전자장비와 기기,False,2.24,9.52,8.57,0.39,25.67,39.58,12.047
아이디스홀딩스,054800,전자장비와 기기,False,6.84,9.52,8.35,0.39,-12.7,39.58,29.727
아이디피,332370,컴퓨터와 주변기기,False,16.01,7.43,16.46,-12.44,15.66,-50.84,
아이비김영,339950,교육서비스,False,,,,,,,
아이센스,099190,건강관리장비와 용품,False,12.74,16.26,15.53,-217.67,19.07,305.67,34.288
아이스크림에듀,289010,교육서비스,False,14.84,7.93,-0.22,-8.99,86.09,-24.02,28.371
아이쓰리시스템,214430,우주항공과 국방,False,0.49,14.15,-5.91,-5.6,267.22,21.56,32.598
아이씨디,040910,디스플레이장비 및 부품,False,-19.24,0.55,20.14,-4.96,6.16,84.62,38.568
아이씨케이,068940,전자장비와 기기,False,0.09,9.52,-5.87,0.39,-50.39,39.58,142.567
아이앤씨,052860,통신장비,False,14.57,16.58,-30.02,-6.07,-14.52,-127.97,31.475
아이에스이커머스,069920,인터넷과 카탈로그 소매,False,-22.83,9.76,-6.34,25.67,-5.28,21.19,59.667
아이에이,038880,자동차부품,False,-3.66,1.38,12.47,-1.59,30.71,34.78,82.656
아이에이네트웍스,123010,반도체와 반도체 장비,False,-42.58,11.5,-87.07,4.25,-11.19,16.95,274.061
아이엘사이언스,307180,디스플레이장비 및 부품,False,35.27,0.55,5.39,-4.96,-22.31,84.62,123.610
아이엠,101390,전자장비와 기기,False,1.66,9.52,-6.72,0.39,-1.67,39.58,259.043
아이엠이연이,090740,디스플레이장비 및 부품,False,-7.39,0.55,1.08,-4.96,-1.98,84.62,131.514
아이엠텍,226350,핸드셋,False,-44.52,3.39,-18.54,-7.02,-1.3,102.62,213.551
아이오케이,078860,방송과엔터테인먼트,False,53.47,14.98,0.27,-19.87,16.31,-34.19,41.350
